date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.308722909228382e-11,0.00011485624883330472,2.2201910650443256e-16,0.0,1.33577194439659e-27,0.9998851436880792
2020-01-12,2020-01-01,11.0,9.498197105512595e-11,0.00013553909474899294,4.4402902927332807e-16,0.0,2.4211620336417177e-27,0.9998644608102687
2020-01-19,2020-01-01,18.0,1.430009295921332e-10,0.0001599451442345219,8.880363846531078e-16,0.0,4.38847648302142e-27,0.9998400547127637
2020-01-26,2020-01-01,25.0,2.1529527152068968e-10,0.00018874413130115245,1.5540189167882242e-15,0.0,7.95429672067774e-27,0.9998112556534019
2020-02-02,2020-01-01,32.0,3.24136015363827e-10,0.000222726070352733,2.6639418954560875e-15,0.0,1.4417419931422195e-26,0.9997772736055085
2020-02-09,2020-01-01,39.0,4.879974643969655e-10,0.0002628227831478129,4.661711375283244e-15,0.0,2.6131879835123045e-26,0.99973717672885
2020-02-16,2020-01-01,46.0,7.346898291601615e-10,0.0003101332493902824,8.213102840993596e-15,0.0,4.73642454109935e-26,0.9996898660159117
2020-02-23,2020-01-01,53.0,1.1060799015226424e-09,0.0003659534487293347,1.4427618382621635e-14,0.0,8.584735037819908e-26,0.9996340454451763
2020-03-01,2020-01-01,60.0,1.6651909241071847e-09,0.00043181147409013276,2.5302156195909753e-14,0.0,1.5559613555866381e-25,0.9995681868606935
2020-03-08,2020-01-01,67.0,2.506892981839731e-09,0.0005095088254714215,4.4608229295005386e-14,0.0,2.820106907079242e-25,0.999490488667591
2020-03-15,2020-01-01,74.0,3.7739893420137485e-09,0.0006011689414653798,7.811272119828405e-14,0.0,5.111239943088641e-25,0.9993988272844673
2020-03-22,2020-01-01,81.0,5.681425973550135e-09,0.0007092941945365303,1.3712624961102675e-13,2.2188713529292354e-16,9.263600297022162e-25,0.9992907001239001
2020-03-29,2020-01-01,88.0,8.552721782394797e-09,0.0008368327669549065,2.4049496214987733e-13,2.218588211714736e-16,1.6789002959925538e-24,0.9991631586800827
2020-04-05,2020-01-01,95.0,1.2874780486372695e-08,0.000987257038014189,4.2169013600333055e-13,4.436508532386435e-16,3.042706412972652e-24,0.9990127300867833
2020-04-12,2020-01-01,102.0,1.9380352483906993e-08,0.0011646553495688074,7.396564571814341e-13,8.871441765294565e-16,5.514211998730035e-24,0.998835325269338
2020-04-19,2020-01-01,109.0,2.9172073542912294e-08,0.0013738392740899712,1.2971766931899079e-12,1.330437634040932e-15,9.992934363832979e-24,0.998626131552538
2020-04-26,2020-01-01,116.0,4.3909015138629066e-08,0.0016204687830021084,2.2751516656448e-12,2.438533403692178e-15,1.810865970753545e-23,0.9983794873057052
2020-05-03,2020-01-01,123.0,6.608718504100914e-08,0.0019111979948497238,3.990273766182197e-12,3.989165664608701e-15,3.281409044624996e-23,0.998088735913971
2020-05-10,2020-01-01,130.0,9.946120078729705e-08,0.002253844459354868,6.997918217645871e-12,6.867871743027908e-15,5.945820659561436e-23,0.9977460560724396
2020-05-17,2020-01-01,137.0,1.4967799115430592e-07,0.0026575851833957895,1.2271465017413852e-11,1.1958549635290465e-14,1.0772998361686232e-22,0.9973422651263296
2020-05-24,2020-01-01,144.0,2.252288206640219e-07,0.003133182796465184,2.151756197426408e-11,2.0585461147468614e-14,1.9517761858147571e-22,0.9968665919531761
2020-05-31,2020-01-01,151.0,3.3887894082834687e-07,0.003693245339515569,3.772722053483478e-11,3.539595448271718e-14,3.535790527991117e-22,0.9963064157437809
2020-06-07,2020-01-01,158.0,5.098134540417846e-07,0.0043525230757278386,6.614156052070086e-11,6.079654901009435e-14,6.404712460436327e-22,0.9956469670446157
2020-06-14,2020-01-01,165.0,7.668563125030256e-07,0.0051282453715722175,1.1594193070642256e-10,1.0448860948836349e-13,1.1600099951882322e-21,0.9948709876560689
2020-06-21,2020-01-01,172.0,1.1532958041756988e-06,0.006040499954165649,2.0321109752285218e-10,1.7987345475836924e-13,2.1006993906343187e-21,0.9939583465466393
2020-06-28,2020-01-01,179.0,1.7341123352579938e-06,0.0071126555452455465,3.561101281453278e-10,3.095336860823172e-13,3.803608188432918e-21,0.9928856099859996
2020-07-05,2020-01-01,186.0,2.606793936377221e-06,0.008371826778140926,6.23933827245405e-10,5.321895834804423e-13,6.885654084303774e-21,0.9916255658034567
2020-07-12,2020-01-01,193.0,3.917501667877675e-06,0.009849377133373327,1.092939810094766e-09,9.150486016558914e-13,1.2462296719784453e-20,0.9901467042711041
2020-07-19,2020-01-01,200.0,5.885198140533027e-06,0.011581451021436543,1.9139961249609904e-09,1.572964585572981e-12,2.25495594594465e-20,0.9884126618648539
2020-07-26,2020-01-01,207.0,8.837603193441913e-06,0.013609519666483126,3.3508423741680738e-09,2.7029591966947732e-12,4.0789293071745475e-20,0.9863816393767781
2020-08-02,2020-01-01,214.0,1.3264670629648689e-05,0.015980916610406532,5.864260281640733e-09,4.64303501086209e-12,7.375654844194636e-20,0.9840058128500605
2020-08-09,2020-01-01,221.0,1.989794170819037e-05,0.018749326944443527,1.0258731032661726e-08,7.972896167334115e-12,1.3331412705941132e-19,0.9812307648471444
2020-08-16,2020-01-01,228.0,2.982797667283763e-05,0.02197517930689082,1.7937690127758508e-08,1.3683868451221166e-11,2.408486557013589e-19,0.9779949747650625
2020-08-23,2020-01-01,235.0,4.46775751366258e-05,0.02572587094139301,3.134723046493877e-08,2.3472681462672274e-11,4.348826427001106e-19,0.9742294201127673
2020-08-30,2020-01-01,242.0,6.685630889840513e-05,0.030075733714675788,5.4746289130844404e-08,4.0238546936781077e-11,7.847345487930815e-19,0.9698573551898982
2020-09-06,2020-01-01,249.0,9.993282820255358e-05,0.03510562357833422,9.55413914065435e-08,6.892885960280473e-11,1.4149948066878557e-18,0.9647943479831429
2020-09-13,2020-01-01,256.0,0.00014917646621872513,0.04090198911128324,1.6659562904797028e-07,1.1797649368725774e-10,2.5493067656215777e-18,0.9589486677088925
2020-09-20,2020-01-01,263.0,0.00022233997505330207,0.047555249425114236,2.9021498224194376e-07,2.017316022829846e-10,4.588529848296658e-18,0.9522221201831187
2020-09-27,2020-01-01,270.0,0.00033078182264661683,0.05515729247862728,5.050153364438474e-07,3.4457284384866663e-10,8.249992964658964e-18,0.9445114203388169
2020-10-04,2020-01-01,277.0,0.0004910598847248832,0.0637978982210436,8.777234783564594e-07,5.878366636948408e-10,1.4815014496096362e-17,0.9357101635829166
2020-10-11,2020-01-01,284.0,0.000727167658142191,0.07355990509226966,1.523404373285196e-06,1.0014669753543426e-09,2.65677667483518e-17,0.9257114028437478
2020-10-18,2020-01-01,291.0,0.0010736251529611196,0.08451298217385086,2.64003437971098e-06,1.7035455758749691e-09,4.757131452855469e-17,0.9144107509352627
2020-10-25,2020-01-01,298.0,0.001579668711166091,0.09670595093375028,4.567418361086921e-06,2.892931204379465e-09,8.503593436639426e-17,0.9017098100437911
2020-11-01,2020-01-01,305.0,0.0023147840656690777,0.11015772591809035,7.88727147803558e-06,4.903632716855071e-09,1.5172436272853991e-16,0.8875195978411298
