date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.321330133757459e-11,4.1541111185408666e-05,2.2203538655259343e-16,0.0,9.826801375095008e-28,0.9999584588256011
2020-01-12,2020-01-01,11.0,9.517562457161103e-11,4.849962698803145e-05,4.440676847574612e-16,0.0,1.770004739524229e-27,0.999951500277836
2020-01-19,2020-01-01,18.0,1.4329855118811846e-10,5.662353493676784e-05,8.881281585734586e-16,0.0,3.1881311220720573e-27,0.9999433763217639
2020-01-26,2020-01-01,25.0,2.157532590423261e-10,6.610793506195904e-05,1.5542095455819892e-15,0.0,5.742451422214647e-27,0.9999338918491832
2020-02-02,2020-01-01,32.0,3.248418697779295e-10,7.718056300655447e-05,2.8863572166742093e-15,0.0,1.0343268436735634e-26,0.9999228191121486
2020-02-09,2020-01-01,39.0,4.890860441107446e-10,9.010724005475588e-05,5.106566031956715e-15,0.0,1.8630197439554652e-26,0.9999098922708541
2020-02-16,2020-01-01,46.0,7.36372293868915e-10,0.00010519823011715232,8.880850478292133e-15,0.0,3.3556463153952007e-26,0.9998948010335017
2020-02-23,2020-01-01,53.0,1.1086848471457215e-09,0.00012281565349128037,1.5541214750865955e-14,0.0,6.04413013512609e-26,0.9998771832378083
2020-03-01,2020-01-01,60.0,1.6692324977966208e-09,0.00014338213156923283,2.730757333533507e-14,0.0,1.0886547047618177e-25,0.999856616199171
2020-03-08,2020-01-01,67.0,2.5131792654934585e-09,0.00016739086485465882,4.795361265917843e-14,0.0,1.960852869682247e-25,0.9998326066219181
2020-03-15,2020-01-01,74.0,3.7837940198836764e-09,0.000195417379186159,8.436047506882665e-14,0.0,3.5318164102111273e-25,0.9998045788369354
2020-03-22,2020-01-01,81.0,5.696766922394029e-09,0.00022813321261022103,1.4806999481633061e-13,0.0,6.361348651469018e-25,0.9997718610904747
2020-03-29,2020-01-01,88.0,8.576809383246898e-09,0.00026632185852542407,2.599450530871263e-13,0.0,1.1457712095267814e-24,0.9997336695644051
2020-04-05,2020-01-01,95.0,1.2912748844220433e-08,0.0003108973302774581,4.563819279265471e-13,0.0,2.0636870714314713e-24,0.9996890897565174
