date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.266228115477004e-11,3.0429766019076468e-05,6.6611355750778e-16,0.0,1.569251613234353e-27,0.999969570171318
2020-01-12,2020-01-01,11.0,9.433542177529366e-11,3.549472733931228e-05,1.1101836417840856e-15,0.0,2.8537688057408843e-27,0.999964505178324
2020-01-19,2020-01-01,18.0,1.4201796070987777e-10,4.140263267672191e-05,1.9983187539414732e-15,0.0,5.1897283169196754e-27,0.9999585972253033
2020-01-26,2020-01-01,25.0,2.1380171029555912e-10,4.8293733647119916e-05,3.330508314203934e-15,0.0,9.43778398425851e-27,0.9999517060525478
2020-02-02,2020-01-01,32.0,3.218683958209347e-10,5.633160470772023e-05,5.994866796505743e-15,0.0,1.7163068849454265e-26,0.9999436680734178
2020-02-09,2020-01-01,39.0,4.845569212131883e-10,6.570701718945917e-05,1.0657441086721974e-14,0.0,3.12118330858679e-26,0.999934292498243
2020-02-16,2020-01-01,46.0,7.294744130778667e-10,7.66424552996102e-05,1.887234561107779e-14,0.0,5.676007092215421e-26,0.9999233568152072
2020-02-23,2020-01-01,53.0,1.0981815609442322e-09,8.939737993439942e-05,3.352573941421032e-14,0.0,1.0322046069434505e-25,0.9999106015218505
2020-03-01,2020-01-01,60.0,1.6532435887469085e-09,0.00010427436341644453,5.950175186914855e-14,0.0,1.8771014071312538e-25,0.9998957239832805
2020-03-08,2020-01-01,67.0,2.488845315051553e-09,0.00012162623827878119,1.0523634747035088e-13,2.2201761069694278e-16,3.413568346347385e-25,0.9998783712727706
2020-03-15,2020-01-01,74.0,3.746769513346065e-09,0.0001418644263942123,1.862690064162999e-13,2.2201311849380203e-16,6.207664210369103e-25,0.9998581318266497
2020-03-22,2020-01-01,81.0,5.640449060436453e-09,0.00016546864155888688,3.2968170044524055e-13,4.4401575817540815e-16,1.1288763348938707e-24,0.9998345257176621
2020-03-29,2020-01-01,88.0,8.491170754239635e-09,0.00019299818960121843,5.836426488538369e-13,6.660053048921685e-16,2.052876466220684e-24,0.9998069933186436
2020-04-05,2020-01-01,95.0,1.2782568324428029e-08,0.0002251051257901164,1.0331630607621472e-12,1.109973206663244e-15,3.733165769661148e-24,0.9997748820906072
2020-04-12,2020-01-01,102.0,1.9242639752878435e-08,0.0002625495704059878,1.8289453677741524e-12,1.9978769644334722e-15,6.788743738103322e-24,0.9997374311851233
2020-04-19,2020-01-01,109.0,2.8967191161876217e-08,0.00030621753051174094,3.237973183984945e-12,3.329649534501556e-15,1.2345220499743878e-23,0.9996937534990558
2020-04-26,2020-01-01,116.0,4.360561237481536e-08,0.00035714162996321603,5.732032698587255e-12,5.771098596780854e-15,2.244942046488215e-23,0.9996428147586865
2020-05-03,2020-01-01,123.0,6.564044796538523e-08,0.0004165252113172276,1.0146986301711217e-11,9.987846612354384e-15,4.082326533044362e-23,0.9995834091380779
2020-05-10,2020-01-01,130.0,9.880808040026235e-08,0.00048577034331197976,1.7962896573319228e-11,1.753300504456827e-14,7.423454606999048e-23,0.9995141308306272
2020-05-17,2020-01-01,137.0,1.4873169731892603e-07,0.0005665103467429745,3.179830739011738e-11,3.062480054042356e-14,1.3498930911529833e-22,0.9994333408897308
