date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.309097714718791e-11,5.545192558904219e-05,4.4406459361910616e-16,0.0,1.1962666102290701e-27,0.9999445480113196
2020-01-12,2020-01-01,11.0,9.498867270768636e-11,6.499093171124512e-05,6.66090538011839e-16,0.0,2.1632926024437976e-27,0.9999350089732993
2020-01-19,2020-01-01,18.0,1.4301291123476754e-10,7.61705510282886e-05,1.332166186057703e-15,0.0,3.9120269403954104e-27,0.9999238293059576
2020-01-26,2020-01-01,25.0,2.1531669102595462e-10,8.927283884725404e-05,2.4422726814088484e-15,0.0,7.074366798360029e-27,0.9999107269458337
2020-02-02,2020-01-01,32.0,3.2417430316020915e-10,0.00010462830040918406,4.218406231495975e-15,0.0,1.2792998005831042e-26,0.9998953713754123
2020-02-09,2020-01-01,39.0,4.88065897995166e-10,0.00012262419836238814,7.326573733978046e-15,0.0,2.31342776745345e-26,0.9998773753135644
2020-02-16,2020-01-01,46.0,7.348121315363121e-10,0.00014371427919151856,1.2876736851013044e-14,0.0,4.183484961226227e-26,0.9998562849859833
2020-02-23,2020-01-01,53.0,1.1062984542957678e-09,0.00016843015896334893,2.2644736232289157e-14,0.0,7.565173727658666e-26,0.9998315687347155
2020-03-01,2020-01-01,60.0,1.6655814340277131e-09,0.00019739464871348632,3.996014194054877e-14,0.0,1.368036718430676e-25,0.9998026036856652
2020-03-08,2020-01-01,67.0,2.5075906685348343e-09,0.00023133734614276408,7.037186157831691e-14,0.0,2.4738561378494213e-25,0.9997686601461961
2020-03-15,2020-01-01,74.0,3.775235689621497e-09,0.0002711128739156394,1.2408929368359064e-13,0.0,4.473511865180651e-25,0.9997288833507245
2020-03-22,2020-01-01,81.0,5.683652180544919e-09,0.00031772220677039827,2.18866442320411e-13,0.0,8.089464591485895e-25,0.9996822721093584
2020-03-29,2020-01-01,88.0,8.5566976892457e-09,0.0003723376009127721,3.8599184280818127e-13,0.0,1.4628085347219469e-24,0.9996276538420036
2020-04-05,2020-01-01,95.0,1.2881880302503637e-08,0.0004363317209570551,6.804918093747132e-13,0.0,2.6451549553230223e-24,0.9995636553964823
2020-04-12,2020-01-01,102.0,1.9393028808674388e-08,0.0005113116531281676,1.1997595818527932e-12,2.2193111022064258e-16,4.783105701004012e-24,0.999488668952643
2020-04-19,2020-01-01,109.0,2.919470273679049e-08,0.0005991585997178583,2.115261487975954e-12,2.2191161225093948e-16,8.648947228651783e-24,0.9994008122034639
2020-04-26,2020-01-01,116.0,4.394940452481174e-08,0.0007020741698870184,3.728840781064062e-12,4.437775401444887e-16,1.5639035568627225e-23,0.9992978818769791
2020-05-03,2020-01-01,123.0,6.615925917897923e-08,0.0008226343166414357,6.5735495530914205e-12,6.655860359537714e-16,2.82780213197363e-23,0.9991772995175252
2020-05-10,2020-01-01,130.0,9.958978737893169e-08,0.0009638521194595688,1.1588212328362326e-11,1.109153346002255e-15,5.113038769089699e-23,0.9990360482791637
2020-05-17,2020-01-01,137.0,1.4990734394314177e-07,0.001129250776289412,2.0428110852627023e-11,1.7743516765940339e-15,9.244823764304609e-23,0.9988705992959368
2020-05-24,2020-01-01,144.0,2.2563778961410066e-07,0.0013229483459218517,3.6009696301309746e-11,2.882762592784135e-15,1.6714980485380644e-22,0.9986768259802759
2020-05-31,2020-01-01,151.0,3.3960795814556125e-07,0.0015497559689714904,6.347444164202284e-11,4.8774138114838906e-15,3.022029483674664e-22,0.998449904359591
2020-06-07,2020-01-01,158.0,5.111125064794674e-07,0.0018152914872757323,1.118820646078934e-10,8.422384159488782e-15,5.46354657899296e-22,0.9981841972883272
2020-06-14,2020-01-01,165.0,7.691701525686596e-07,0.002126110568437522,1.9719814537696061e-10,1.4180652324373142e-14,9.877132081100532e-22,0.9978731200641977
2020-06-21,2020-01-01,172.0,1.1574151666935642e-06,0.0024898576105829703,3.475536324941976e-10,2.3699637431829722e-14,1.7855169459239357e-21,0.9975089846266731
2020-06-28,2020-01-01,179.0,1.7414419961070856e-06,0.0029154388314753966,6.125110769320735e-10,3.985153946976206e-14,3.227528424481354e-21,0.9970828191139776
2020-07-05,2020-01-01,186.0,2.619827290510347e-06,0.0034132200058351243,1.079380785043307e-09,6.682863985545637e-14,5.8337066012828334e-21,0.9965841590874267
2020-07-12,2020-01-01,193.0,3.940659680479951e-06,0.003995251262135553,1.9019465500002752e-09,1.1256920745923158e-13,1.0543435751790348e-20,0.9960008061761249
2020-07-19,2020-01-01,200.0,5.926309832852947e-06,0.004675521125012116,3.351033937569494e-09,1.8896045197375376e-13,1.905357878414875e-20,0.995318549213932
