date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.32127516787807e-11,5.062659514201493e-05,2.2203336944020598e-16,0.0,1.0332449706523304e-27,0.999949373341645
2020-01-12,2020-01-01,11.0,9.517465044432656e-11,5.9224189242869985e-05,6.66094384236555e-16,0.0,1.8630145121853925e-27,0.9999407757155818
2020-01-19,2020-01-01,18.0,1.4329682530898407e-10,6.928148549351192e-05,1.1101461475277202e-15,0.0,3.359143386114833e-27,0.9999307183712086
2020-01-26,2020-01-01,25.0,2.157502022026199e-10,8.104618282457178e-05,1.7762129503121958e-15,0.0,6.056756381487802e-27,0.9999189536014236
2020-02-02,2020-01-01,32.0,3.2483645729707866e-10,9.480796721656181e-05,3.1083299104183355e-15,0.0,1.0920708180775761e-26,0.9999051917079439
2020-02-09,2020-01-01,39.0,4.890764639081226e-10,0.00011090561295839083,5.550499828098961e-15,0.0,1.9690669610022976e-26,0.9998890938979597
2020-02-16,2020-01-01,46.0,7.363553426521631e-10,0.00012973527933800836,9.546680056288287e-15,0.0,3.550332130032234e-26,0.9998702639842971
2020-02-23,2020-01-01,53.0,1.108654864719461e-09,0.00015176020202635178,1.6872830588211682e-14,0.0,6.401416633857397e-26,0.9998482386893018
2020-03-01,2020-01-01,60.0,1.6691794871167356e-09,0.00017752201092498203,2.974869863820589e-14,0.0,1.1542013663746716e-25,0.9998224763198658
2020-03-08,2020-01-01,67.0,2.513085578113442e-09,0.000207653943800673,5.216965450043094e-14,0.0,2.0810627639556277e-25,0.9997923435430616
2020-03-15,2020-01-01,74.0,3.783628515712807e-09,0.0002428962683413862,9.168216451129818e-14,0.0,3.7522049885573576e-25,0.9997570999479384
2020-03-22,2020-01-01,81.0,5.696474685590319e-09,0.0002841142750519878,1.6115862137533382e-13,0.0,6.765273259334663e-25,0.999715880028312
2020-03-29,2020-01-01,88.0,8.57629362574427e-09,0.0003323192605057412,2.8345681780504517e-13,0.0,1.2197788539624207e-24,0.9996676721629171
2020-04-05,2020-01-01,95.0,1.2911839086139757e-08,0.00038869298567627145,4.980746155826433e-13,0.0,2.199243494686472e-24,0.9996112941019865
2020-04-12,2020-01-01,102.0,1.9438852926824843e-08,0.0004546161682433911,8.753462366858852e-13,0.0,3.965166175552281e-24,0.9995453643920285
2020-04-19,2020-01-01,109.0,2.9264836102287072e-08,0.0005317016516673881,1.5383958032312625e-12,2.219266882907191e-16,7.148989061084228e-24,0.999468269081958
2020-04-26,2020-01-01,116.0,4.4056820573819185e-08,0.000621832988114689,2.7032676378879024e-12,2.2190671793530687e-16,1.2889088931235318e-23,0.9993781229523612
2020-05-03,2020-01-01,123.0,6.632392226649202e-08,0.0007272092774227057,4.75074495782116e-12,4.437667514661788e-16,2.3237703426344967e-23,0.9992727243939039
2020-05-10,2020-01-01,130.0,9.984247334653959e-08,0.0008503972202491345,8.348888597678045e-12,6.655682874424499e-16,4.189444834505007e-23,0.9991495029289279
2020-05-17,2020-01-01,137.0,1.50295595210672e-07,0.0009943914697831035,1.467123198591592e-11,1.1091210923899706e-15,7.552847920912802e-23,0.9990054582199493
2020-05-24,2020-01-01,144.0,2.2623522644171578e-07,0.0011626845014514112,2.5781183335048122e-11,1.774295800008499e-15,1.3616155029552486e-22,0.9988370892375391
2020-05-31,2020-01-01,151.0,3.405289044833758e-07,0.001359347361102452,4.5303077914906904e-11,2.8826651112743906e-15,2.454629557919773e-22,0.9986403120646872
2020-06-07,2020-01-01,158.0,5.125350662122022e-07,0.001589122794515682,7.960407080990191e-11,4.877238557561686e-15,4.424896406181863e-22,0.9984103645908092
2020-06-14,2020-01-01,165.0,7.713728158276269e-07,0.001857532397368035,1.3987080474336592e-10,8.20043349612787e-15,7.976337957941583e-22,0.9981416960899371
2020-06-21,2020-01-01,172.0,1.16083520633637e-06,0.0021709995439377315,2.457531272229837e-10,1.373697353871111e-14,1.4377537270388507e-21,0.9978278393750891
