date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.265878258445617e-11,8.626055931779635e-05,4.4405091130074424e-16,0.0,1.5691639985320493e-27,0.9999137393780229
2020-01-12,2020-01-01,11.0,9.43291815981593e-11,0.00010164164393427549,8.880881635541367e-16,0.0,2.8535800322927645e-27,0.9998983582617357
2020-01-19,2020-01-01,18.0,1.4200683152535088e-10,0.00011976459597870375,1.5541261216736682e-15,0.0,5.189321625795576e-27,0.9998802352620129
2020-01-26,2020-01-01,25.0,2.137818635328177e-10,0.00014111790977077872,2.8861725967770986e-15,0.0,9.436907894636582e-27,0.9998588818764444
2020-02-02,2020-01-01,32.0,3.218330062014181e-10,0.00016627700432896277,5.106176893318528e-15,0.0,1.7161181759935052e-26,0.9998337226738329
2020-02-09,2020-01-01,39.0,4.844938222747923e-10,0.00019591965045365136,9.102045506710387e-15,0.0,3.120776868507845e-26,0.9998040798650435
2020-02-16,2020-01-01,46.0,7.293619195545632e-10,0.0002308441201255489,1.5983521643604393e-14,0.0,5.675131785248306e-26,0.9997691551504966
2020-02-23,2020-01-01,53.0,1.0979810250916453e-09,0.0002719905325796623,2.841398028972275e-14,0.0,1.0320161189572567e-25,0.999728008369411
2020-03-01,2020-01-01,60.0,1.6528861390794307e-09,0.0003204659517351599,5.0166001663191447e-14,0.0,1.876695556911499e-25,0.9996795323953287
2020-03-08,2020-01-01,67.0,2.488208233287403e-09,0.0003775738826783478,8.8562351130663e-14,0.0,3.4126945587596284e-25,0.9996224236290249
2020-03-15,2020-01-01,74.0,3.745634158625216e-09,0.00044484892222000703,1.5647181971522085e-13,0.0,6.205783149673593e-25,0.9995551473319892
2020-03-22,2020-01-01,81.0,5.638425936591694e-09,0.0005240974419030689,2.765225982583002e-13,0.0,1.1284714280138622e-24,0.9994758969193944
2020-03-29,2020-01-01,88.0,8.487566081380477e-09,0.0006174453228794543,4.88640368022497e-13,0.0,2.0520049788492528e-24,0.9993825461890657
2020-04-05,2020-01-01,95.0,1.2776146488061982e-08,0.0007273939223143487,8.631253111742004e-13,2.218831134123909e-16,3.7312902639652954e-24,0.9992725933006757
2020-04-12,2020-01-01,102.0,1.9231200451410287e-08,0.0008568856316268143,1.5250268959041827e-12,2.2185436367532487e-16,6.784707987956383e-24,0.9991430951356475
2020-04-19,2020-01-01,109.0,2.89468168503709e-08,0.0010093805884673986,2.6937882314947998e-12,4.4364101309202903e-16,1.2336537387644468e-23,0.9989905904620214
2020-04-26,2020-01-01,116.0,4.3569329221586115e-08,0.0011889463264129077,4.7587471661985265e-12,8.871225551006253e-16,2.2430740856495194e-23,0.9988110100994982
2020-05-03,2020-01-01,123.0,6.557584383103914e-08,0.0014003623868208903,8.40592452585499e-12,1.330402193487997e-15,4.0783086571772676e-23,0.9985995720289279
2020-05-10,2020-01-01,130.0,9.869306863153487e-08,0.0016492421715814064,1.4848243602521343e-11,2.216784401923136e-15,7.414813768709704e-23,0.9983506591204995
2020-05-17,2020-01-01,137.0,1.4852698539432525e-07,0.0019421745754737057,2.622639447250221e-11,3.767427782230789e-15,1.3480351199358414e-22,0.9980576768713108
2020-05-24,2020-01-01,144.0,2.2350925273147273e-07,0.0022868881891217213,4.632114164712257e-11,6.646105741133869e-15,2.4506403819533094e-22,0.9977128882552978
2020-05-31,2020-01-01,151.0,3.3631922453248057e-07,0.002692441087456024,8.180732136097877e-11,1.1072340218094627e-14,4.454832839500967e-22,0.9973072225115012
2020-06-07,2020-01-01,158.0,5.060198194944684e-07,0.0031694393832125633,1.4446941371513735e-10,1.8813974799773163e-14,8.097519987174553e-22,0.9968300544524796
2020-06-14,2020-01-01,165.0,7.612641883471801e-07,0.0037302877854311165,2.5510710946613604e-10,3.2076367256204937e-14,1.4717565348177868e-21,0.9962689506952414
2020-06-21,2020-01-01,172.0,1.1451075017843593e-06,0.004389475295382201,4.504284095045896e-10,5.438319971559682e-14,2.674710905606903e-21,0.9956093791466332
2020-06-28,2020-01-01,179.0,1.7222228269940347e-06,0.005163898807988367,7.952043555746143e-10,9.233531867101858e-14,4.8603458225223434e-21,0.9948343781738879
2020-07-05,2020-01-01,186.0,2.5897142246243864e-06,0.0060732266441013046,1.403693662020519e-09,1.5669406262001779e-13,8.830762281307439e-21,0.9939241822378238
2020-07-12,2020-01-01,193.0,3.893306010498954e-06,0.007140302754737829,2.4774016877437987e-09,2.6587323012392623e-13,1.604204415939233e-20,0.9928558014615841
2020-07-19,2020-01-01,200.0,5.851555623141777e-06,0.0083915902974726,4.371586974826671e-09,4.5092982574050924e-13,2.9136663224131095e-20,0.9916025537748664
2020-07-26,2020-01-01,207.0,8.792021147867721e-06,0.009857650210191317,7.712346848916453e-09,7.648739958204567e-13,5.290840551294795e-20,0.990133550055549
2020-08-02,2020-01-01,214.0,1.3205204719133867e-05,0.011573645949130532,1.3602623344096188e-08,1.2964255460318932e-12,9.605018749730788e-20,0.9884131352422305
2020-08-09,2020-01-01,221.0,1.9824863905098607e-05,0.013579859290147028,2.3984400241083103e-08,2.197269599488482e-12,1.7431783868405047e-19,0.9864002918593503
2020-08-16,2020-01-01,228.0,2.9747322853874994e-05,0.015922193513502315,4.227500016184491e-08,3.722435995630723e-12,3.162525370214316e-19,0.9840480168849213
2020-08-23,2020-01-01,235.0,4.460826471203882e-05,0.018652628844868485,7.448385861886964e-08,6.303919210721997e-12,5.735218988425187e-19,0.9813026884002568
2020-08-30,2020-01-01,242.0,6.684388651344478e-05,0.02182958013364471,1.3117046824874619e-07,1.067008961075187e-11,1.0395882343407524e-18,0.9781034447987035
2020-09-06,2020-01-01,249.0,0.00010007523129424562,0.025518087896644812,2.308728047382029e-07,1.8050871031644948e-11,1.883369505912873e-18,0.9743816059812054
2020-09-13,2020-01-01,256.0,0.0001496712360982833,0.02978975070106652,4.061020715904209e-07,3.0517994798322924e-11,3.4098514746741915e-18,0.9700601719302456
2020-09-20,2020-01-01,263.0,0.00022356905327991717,0.03472227941858744,7.138077081757966e-07,5.155783228953558e-11,6.169060850120398e-18,0.9650534376688665
2020-09-27,2020-01-01,270.0,0.0003334611166806515,0.04039852275251428,1.253612300920145e-06,8.703040821200519e-11,1.115163985500898e-17,0.9592667624314738
2020-10-04,2020-01-01,277.0,0.0004964985079980749,0.04690478009592564,2.199518363309919e-06,1.4676696253991758e-10,2.0139140941551583e-17,0.9525965217309459
2020-10-11,2020-01-01,284.0,0.0007377094183268662,0.054328184895275335,3.854908067139148e-06,2.4723453436467273e-10,3.6330014140113535e-17,0.944930250531096
2020-10-18,2020-01-01,291.0,0.001093386609064641,0.06275291351863406,6.747688262345364e-06,4.1595332661558504e-10,6.545537780414144e-17,0.9361469517680856
2020-10-25,2020-01-01,298.0,0.001615748344237226,0.07225495749259996,1.1794372916206588e-05,6.988111979512069e-10,1.177619538299576e-16,0.9261174990914354
2020-11-01,2020-01-01,305.0,0.002379198648258836,0.08289520028793336,2.0582044541071112e-05,1.1721170655364063e-09,2.115243286403969e-16,0.9147050178471495
2020-11-08,2020-01-01,312.0,0.003488453615281326,0.0947105784512503,3.585088531248571e-05,1.9623795515739513e-09,3.7924216077676395e-16,0.901765115085776
2020-11-15,2020-01-01,319.0,0.005088562567102946,0.1077032066061587,6.231597571598856e-05,3.278603941885532e-09,6.785264598360488e-16,0.8871459115724177
2020-11-22,2020-01-01,326.0,0.007376261571689382,0.12182755495710898,0.00010805894433044231,5.464706288836869e-09,1.2111248633978304e-15,0.8706881190621637
2020-11-29,2020-01-01,333.0,0.010610869344122103,0.13697617728842337,0.0001868687004203079,9.084000707285315e-09,2.155973935857349e-15,0.8522260755830314
2020-12-06,2020-01-01,340.0,0.015120676006538445,0.1529652560600906,0.0003221470265512907,1.505431088010787e-08,3.826233617184308e-15,0.8315919058525051
2020-12-13,2020-01-01,347.0,0.02129708658181944,0.16952259222392094,0.0005533647003573386,2.486224291360843e-08,6.766984217559089e-15,0.8086269316316526
2020-12-20,2020-01-01,354.0,0.02956369564648895,0.18628283448801852,0.0009466238430704564,4.090036279479637e-08,1.1921373115089903e-14,0.7832068051220473
2020-12-27,2020-01-01,361.0,0.040302520502786446,0.2027975397758383,0.0016117560624636389,6.699528115603801e-08,2.091161625667445e-14,0.7552881166636095
2021-01-03,2020-01-01,368.0,0.05371970372723442,0.2185696368211698,0.002729734333059787,1.0923651096779737e-07,3.651366995236524e-14,0.7249808158819886
2021-01-10,2020-01-01,375.0,0.06964785361467138,0.23311903746462534,0.004596242670394815,1.7729400598417146e-07,6.34637916921616e-14,0.692636688956239
2021-01-17,2020-01-01,382.0,0.08732297071125869,0.24607193048790826,0.0076900444259253775,2.865588014504842e-07,1.0984746624468796e-13,0.6589147678159963
2021-01-24,2020-01-01,389.0,0.10523760769004926,0.2572369752433332,0.01277643703148214,4.6168832431598316e-07,1.8952633604673079e-13,0.6247485183466215
2021-01-31,2020-01-01,396.0,0.1212173706118207,0.2666005020141537,0.021047445500289547,7.424559364073414e-07,3.2638924087002974e-13,0.5911339394174734
2021-02-07,2020-01-01,403.0,0.13282171063735768,0.2741824583382922,0.03425473963406025,1.193004058120123e-06,5.616318158617397e-13,0.5587398983856702
2021-02-14,2020-01-01,410.0,0.1380086434699503,0.2797958955796713,0.054662644047634504,1.915425952612053e-06,9.656506668085282e-13,0.5275309014758256
2021-02-21,2020-01-01,417.0,0.1358345214171001,0.2829322029726105,0.08444430745507266,3.068671260110492e-06,1.6567248600475484e-12,0.49678589948229995
2021-02-28,2020-01-01,424.0,0.12690685296809046,0.28308476549139555,0.12416960314516363,4.897862876953834e-06,2.8317359569097643e-12,0.4658338805296416
2021-03-07,2020-01-01,431.0,0.11331414373367242,0.28050378445901725,0.1709801572453642,7.793834648385394e-06,4.825526760692071e-12,0.43519412072247227
2021-03-14,2020-01-01,438.0,0.09784898134833317,0.27664444167436014,0.21857868871614536,1.2423659019149054e-05,8.23744778530025e-12,0.4069154645939048
2021-03-21,2020-01-01,445.0,0.08285515432598622,0.2735222466564143,0.26026666971797396,1.9975462975969575e-05,1.4183824786793825e-11,0.38333595382246577
2021-03-28,2020-01-01,452.0,0.06955586134038337,0.2725216540268466,0.29240438257391743,3.255324722172439e-05,2.4754292951960473e-11,0.3654855487868766
2021-04-04,2020-01-01,459.0,0.05822026804871084,0.2739039636417217,0.3150533442444298,5.3806189485656576e-05,4.3818644727490275e-11,0.35276861783183333
2021-04-11,2020-01-01,466.0,0.048671114158474915,0.2771779099588491,0.33032545984589556,8.999466491612377e-05,7.849324465579191e-11,0.3437355212933711
2021-04-18,2020-01-01,473.0,0.040636777545442974,0.28165315703019106,0.340687748575274,0.0001518480221481179,1.4185497504408866e-10,0.33687046868508896
2021-04-25,2020-01-01,480.0,0.03387829616197938,0.28675946805198005,0.3481614120766669,0.0002578022667878227,2.579852490023703e-10,0.3309430211846006
2021-05-02,2020-01-01,487.0,0.028204054833676415,0.29213379863357014,0.35418054111892205,0.00043962673858173585,4.713619843124552e-10,0.3250419782038877
2021-05-09,2020-01-01,494.0,0.02345612853383284,0.29759402675772756,0.3597047321064885,0.0007521882068395178,8.643930785787209e-10,0.3184929235307185
2021-05-16,2020-01-01,501.0,0.01949817427372381,0.3030788719902333,0.3653644498807056,0.0012903382682275086,1.5902312640467485e-09,0.31076816399687845
2021-05-23,2020-01-01,508.0,0.0162092255990641,0.30858419168583656,0.37156438039890255,0.0022178597894276066,2.9342621959466033e-09,0.301424339592507
2021-05-30,2020-01-01,515.0,0.013481226902116509,0.3140995857207797,0.3785312880858847,0.0038161191913309946,5.4291483324400925e-09,0.29007177467073975
2021-06-06,2020-01-01,522.0,0.011218101783732358,0.3195395269975643,0.38630876617881044,0.006562697134573315,1.0068790202085329e-08,0.2763708978365293
2021-06-13,2020-01-01,529.0,0.00933523688588335,0.3246625011354258,0.39470269144775366,0.01124897872622503,1.8701136117405444e-08,0.260050573103576
2021-06-20,2020-01-01,536.0,0.007759116893212261,0.3289795189506576,0.4031859160855641,0.01912895472360932,3.473298256095525e-08,0.24094645861397399
2021-06-27,2020-01-01,543.0,0.006427383762594872,0.3316777784067454,0.4107955991202249,0.03203398026798252,6.435070630659626e-08,0.21906519409174594
2021-07-04,2020-01-01,550.0,0.005289863048608,0.33163826822867803,0.41612180073947674,0.05226030462209292,1.1854285528021738e-07,0.19468964481828918
2021-07-11,2020-01-01,557.0,0.0043107498250135245,0.3276922960537322,0.4175810397295773,0.08188702877386267,2.163489428603429e-07,0.1685286692688716
2021-07-18,2020-01-01,564.0,0.003470404174261817,0.31921873105151705,0.41414594690491974,0.12133058690627098,3.9026666626568495e-07,0.14183394069636443
2021-07-25,2020-01-01,571.0,0.0027627281864558277,0.30682609109929265,0.4062737230441506,0.16786031005681631,6.964129092124042e-07,0.11627645120037557
2021-08-01,2020-01-01,578.0,0.002185643738398984,0.29240277700784084,0.39612826937792595,0.21583918171694677,1.23535114872662e-06,0.09344289280773863
2021-08-08,2020-01-01,585.0,0.0017303074568046108,0.2781817599103663,0.3865133015056836,0.25933044955136303,2.1934386597664397e-06,0.07424198813712282
2021-08-15,2020-01-01,592.0,0.0013783024437398902,0.26562165685655253,0.3794068120076024,0.29485395999392905,3.91945084119285e-06,0.058735349247335075
2021-08-22,2020-01-01,599.0,0.0011070561876626557,0.255076229795434,0.375392182078958,0.3219733752111626,7.063150572007809e-06,0.04644409357621071
2021-08-29,2020-01-01,606.0,0.0008961001338334105,0.2461877405373283,0.37404359555996103,0.3421182989268012,1.2828859685227284e-05,0.036741435982391
2021-09-05,2020-01-01,613.0,0.0007297634470204686,0.2383931329689683,0.37453099518991856,0.35725324403918496,2.3445389642697708e-05,0.029069418965265
2021-09-12,2020-01-01,620.0,0.0005969635247754279,0.23121805208617116,0.375991491724573,0.36915858168257637,4.304222726129312e-05,0.022991868754642784
2021-09-19,2020-01-01,627.0,0.0004900007808221224,0.224371133291505,0.37764177284910283,0.37924030595814195,7.929170439020905e-05,0.01817749541603784
2021-09-26,2020-01-01,634.0,0.0004034226449031195,0.21774081256130157,0.3787445330285084,0.38859351153575306,0.00014650997036192877,0.014371210259172
2021-10-03,2020-01-01,641.0,0.0003332300177332295,0.21136426330195698,0.37851734164904605,0.3981415418825578,0.0002715734637091363,0.01137204968499688
2021-10-10,2020-01-01,648.0,0.00027637856194247305,0.20539524025831762,0.37602967347365496,0.40877450871113297,0.0005053494036396008,0.009018849591312468
2021-10-17,2020-01-01,655.0,0.00023046778505984248,0.2000712868363912,0.3701179241814449,0.421454375466001,0.0009450575159425292,0.0071808882151605845
2021-10-24,2020-01-01,662.0,0.00019353311136899814,0.1956656950161398,0.35936054476518486,0.4372507364167084,0.0017783516229233345,0.005751139067674682
2021-10-31,2020-01-01,669.0,0.00016388974902377786,0.19240041292030044,0.3421856859142194,0.4572394328066614,0.0033696957850463303,0.004640882824748597
2021-11-07,2020-01-01,676.0,0.00014000809482568263,0.19029727594205798,0.3172030795415623,0.4821602386607531,0.006424044623500997,0.0037753531373001022
2021-11-14,2020-01-01,683.0,0.00012043052616564107,0.18897253227439495,0.28379659598931084,0.511747541159251,0.012272115476070843,0.003090784574806701
2021-11-21,2020-01-01,690.0,0.00010376396630851763,0.18744845120568307,0.24281973213512806,0.5438114040761746,0.023283094338947655,0.002533554277758092
2021-11-28,2020-01-01,697.0,8.878218928342009e-05,0.18414642794847189,0.1969810006971672,0.573505872161618,0.043216220521013926,0.0020616964824456845
2021-12-05,2020-01-01,704.0,7.463111418419309e-05,0.1772685058876222,0.15049707348012145,0.5936676658635371,0.07684423221659976,0.0016478914379351424
2021-12-12,2020-01-01,711.0,6.105693512831561e-05,0.16566847392947454,0.10800387172387882,0.5972699260171279,0.12771501454183704,0.0012816568525534076
2021-12-19,2020-01-01,718.0,4.8472711107587385e-05,0.1498871447041982,0.07315325473679678,0.5818857336919585,0.19405823329919464,0.0009671608567443207
2021-12-26,2020-01-01,725.0,3.7637388300812144e-05,0.13233355100322153,0.04747422593252687,0.5527022759971777,0.26673857622041597,0.000713733458357037
2022-01-02,2020-01-01,732.0,2.9055199478181283e-05,0.11591312619926679,0.03018733628244722,0.519468509536894,0.3338783520206162,0.0005236207612975258
2022-01-09,2020-01-01,739.0,2.2657278295462718e-05,0.1023538021296651,0.019195671518708445,0.48969155977860024,0.38834829604047455,0.0003880132542562441
2022-01-16,2020-01-01,746.0,1.7998022259577244e-05,0.09189504615709897,0.012350013498863317,0.4653565227294725,0.43008754275113426,0.00029287684117152395
2022-01-23,2020-01-01,753.0,1.458554024112685e-05,0.08402302411851545,0.00806958103444341,0.44443418191359685,0.4632331077055019,0.00022551968770119892
2022-01-30,2020-01-01,760.0,1.2041387262671648e-05,0.07813595126637152,0.00535547575559759,0.4234338609525472,0.49288577223369195,0.00017689840452903845
2022-02-06,2020-01-01,767.0,1.0109520513354262e-05,0.0737810530650448,0.003607433560381079,0.3989291854844781,0.5235311109916361,0.0001411073779466352
2022-02-13,2020-01-01,774.0,8.616654074968409e-06,0.07062907507015456,0.0024637705312360357,0.36828067351916494,0.55850359803156,0.00011426619380962046
2022-02-20,2020-01-01,781.0,7.436502282143744e-06,0.06837258590049208,0.0017024121446710923,0.33018769104467344,0.5996361835525638,9.369085531744527e-05
2022-02-27,2020-01-01,788.0,6.470366444300967e-06,0.06664895261902858,0.0011852933223389498,0.2852343394792202,0.6468474985638711,7.744564909694659e-05
2022-03-06,2020-01-01,795.0,5.6420913831157194e-06,0.06504005108494153,0.0008267736384493863,0.2360770004086914,0.6979863765723466,6.415620418798225e-05
