date,start_date,days,Alpha,Gamma,Mu,Delta,Omicron,Otros
2020-01-05,2020-01-01,4.0,6.266012242328369e-11,6.488285538013206e-05,2.2203020324223244e-16,0.0,1.5691975521180791e-27,0.9999351170819596
2020-01-12,2020-01-01,11.0,9.433158406652437e-11,7.617998280010225e-05,4.4405539112843866e-16,0.0,2.853652710075383e-27,0.9999238199228679
2020-01-19,2020-01-01,18.0,1.420111387248051e-10,8.944361032730582e-05,6.6607425418557e-16,0.0,5.1894790227534146e-27,0.9999105562476609
2020-01-26,2020-01-01,25.0,2.1378958438455442e-10,0.00010501586420623833,1.1101064740449701e-15,0.0,9.437248713850633e-27,0.9998949839220032
2020-02-02,2020-01-01,32.0,3.2184684407138635e-10,0.0001232983258792593,1.9981551302074363e-15,0.0,1.716191964013105e-26,0.999876701352272
2020-02-09,2020-01-01,39.0,4.845186197814429e-10,0.00014476233971575707,3.552199559143716e-15,0.0,3.120936597036041e-26,0.999855237175762
2020-02-16,2020-01-01,46.0,7.29406350108045e-10,0.0001699610988082011,6.216192621367023e-15,0.0,5.675477497355753e-26,0.9998300381717793
2020-02-23,2020-01-01,53.0,1.0980606210295577e-09,0.0001995438122340296,1.0656015039143223e-14,0.0,1.0320909329012611e-25,0.9998004550896947
2020-03-01,2020-01-01,60.0,1.6530287115370915e-09,0.00023427230772902883,1.8869371457174293e-14,0.0,1.876857434424719e-25,0.9997657260392234
2020-03-08,2020-01-01,67.0,2.4884635714249186e-09,0.00027504048222006,3.285356647026463e-14,0.0,3.4130447670182804e-25,0.9997249570292835
2020-03-15,2020-01-01,74.0,3.746091384121913e-09,0.0003228970802079264,5.74909904902887e-14,0.0,6.206540682887687e-25,0.9996770991736431
2020-03-22,2020-01-01,81.0,5.639244550093941e-09,0.00037907235771904107,1.0032613226031351e-13,0.0,1.1286352648644762e-24,0.9996209220029362
2020-03-29,2020-01-01,88.0,8.489031492983812e-09,0.0004450092786700258,1.7533721145468596e-13,0.0,2.0523592655643454e-24,0.9995549822321231
2020-04-05,2020-01-01,95.0,1.2778769320850383e-08,0.0005223999922041885,3.0670541379134055e-13,0.0,3.732056265705845e-24,0.9994775872287198
2020-04-12,2020-01-01,102.0,1.923589408468867e-08,0.0006132284549828467,5.359090521775197e-13,0.0,6.786363887247582e-24,0.9993867523085871
2020-04-19,2020-01-01,109.0,2.8955214773057473e-08,0.0007198201925200649,9.367978794768764e-13,0.0,1.2340116409397946e-23,0.9992801508513285
2020-04-26,2020-01-01,116.0,4.3584352144697005e-08,0.000844900338967737,1.6370836135912748e-12,2.218571098511019e-16,2.2438475088378674e-23,0.9991550560750428
2020-05-03,2020-01-01,123.0,6.560271283143827e-08,0.000991661255330412,2.8613148952859494e-12,2.2182455192541802e-16,4.079979700514809e-23,0.9990082731390951
