date,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-21,0.0,0.0,0.0,0.0,1.0,12
2020-03-28,0.0,0.0,0.0,0.0,1.0,13
2020-04-04,0.0,0.0,0.0,0.0,1.0,14
2020-06-13,0.0,0.0,0.0,0.0,1.0,24
2020-06-20,0.0,0.0,0.0,0.0,1.0,25
2020-06-27,0.0,0.0,0.0,0.0,1.0,26
2020-12-26,0.0,0.0,0.0,0.0,1.0,52
2021-01-16,0.0,0.0,0.0,0.0,1.0,2
2021-04-03,0.0,0.0,0.5,0.0,0.5,13
2021-04-10,0.0,0.0,1.0,0.0,0.0,14
2021-04-24,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,16
2021-05-01,0.0,0.0,1.0,0.0,0.0,17
2021-05-08,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,18
2021-06-12,0.0,0.0,1.0,0.0,0.0,23
2021-07-03,0.0,0.0,1.0,0.0,0.0,26
2021-07-10,0.0,0.0,1.0,0.0,0.0,27
2021-08-07,0.0,0.0,1.0,0.0,0.0,31
2021-08-14,1.0,0.0,0.0,0.0,0.0,32
2021-08-21,0.5,0.0,0.5,0.0,0.0,33
2021-09-04,0.0,0.0,1.0,0.0,0.0,35
2021-09-11,1.0,0.0,0.0,0.0,0.0,36
2021-09-18,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,37
2021-09-25,1.0,0.0,0.0,0.0,0.0,38
2021-10-16,1.0,0.0,0.0,0.0,0.0,41
2021-10-30,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,43
2021-11-06,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,44
2021-11-13,1.0,0.0,0.0,0.0,0.0,45
2021-11-20,1.0,0.0,0.0,0.0,0.0,46
2021-11-27,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,47
2021-12-04,1.0,0.0,0.0,0.0,0.0,48
2022-05-21,0.0,0.0,0.0,1.0,0.0,20
2022-05-28,0.0,0.0,0.0,1.0,0.0,21
2022-06-04,0.0,0.0,0.0,1.0,0.0,22
2022-06-11,0.0,0.0,0.0,1.0,0.0,23
2022-06-18,0.0,0.0,0.0,1.0,0.0,24
2022-06-25,0.0,0.0,0.0,1.0,0.0,25
2022-07-02,0.0,0.0,0.0,1.0,0.0,26
2022-07-09,0.0,0.0,0.0,1.0,0.0,27
2022-08-20,0.0,0.0,0.0,1.0,0.0,33
2022-08-27,0.0,0.0,0.0,1.0,0.0,34
2022-09-24,0.0,0.0,0.0,1.0,0.0,38
2022-12-03,0.0,0.0,0.0,1.0,0.0,48
2023-01-14,0.0,0.0,0.0,1.0,0.0,2
2023-02-18,0.0,0.0,0.0,1.0,0.0,7
2023-03-18,0.0,0.0,0.0,1.0,0.0,11
2023-04-22,0.0,0.0,0.0,1.0,0.0,16
2023-04-29,0.0,0.0,0.0,1.0,0.0,17
2023-05-06,0.0,0.0,0.0,1.0,0.0,18
2023-05-20,0.0,0.0,0.0,1.0,0.0,20
