date,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-30,0.0,0.0,0.0,0.0,1.0,14
2020-04-20,0.0,0.0,0.0,0.0,1.0,17
2020-04-27,0.0,0.0,0.0,0.0,1.0,18
2020-05-04,0.0,0.0,0.0,0.0,1.0,19
2020-05-11,0.0,0.0,0.0,0.0,1.0,20
2020-05-25,0.0,0.0,0.0,0.0,1.0,22
2020-09-21,0.0,0.0,0.0,0.0,1.0,39
2021-01-04,0.0,0.4,0.0,0.0,0.6,1
2021-01-11,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,2
2021-01-18,0.0,0.9,0.0,0.0,0.1,3
2021-01-25,0.0,1.0,0.0,0.0,0.0,4
2021-02-01,0.0,1.0,0.0,0.0,0.0,5
2021-02-15,0.0,1.0,0.0,0.0,0.0,7
2021-03-08,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,10
2021-04-05,0.0,0.5,0.0,0.0,0.5,14
2021-04-12,0.0,1.0,0.0,0.0,0.0,15
2021-04-19,0.0,1.0,0.0,0.0,0.0,16
2021-04-26,0.0,1.0,0.0,0.0,0.0,17
2021-06-28,0.0,0.0,1.0,0.0,0.0,26
2021-07-19,0.0,1.0,0.0,0.0,0.0,29
2021-08-09,0.0,1.0,0.0,0.0,0.0,32
2021-08-16,0.0,1.0,0.0,0.0,0.0,33
2021-08-23,0.0,1.0,0.0,0.0,0.0,34
2021-09-06,0.0,1.0,0.0,0.0,0.0,36
2021-10-25,1.0,0.0,0.0,0.0,0.0,43
2021-11-08,1.0,0.0,0.0,0.0,0.0,45
2021-11-15,1.0,0.0,0.0,0.0,0.0,46
2021-11-22,1.0,0.0,0.0,0.0,0.0,47
2021-11-29,1.0,0.0,0.0,0.0,0.0,48
2021-12-06,1.0,0.0,0.0,0.0,0.0,49
2021-12-13,1.0,0.0,0.0,0.0,0.0,50
2021-12-27,1.0,0.0,0.0,0.0,0.0,52
2022-01-03,1.0,0.0,0.0,0.0,0.0,1
2022-01-10,1.0,0.0,0.0,0.0,0.0,2
2022-01-31,0.0,0.0,0.0,1.0,0.0,5
2022-08-01,0.0,0.0,0.0,1.0,0.0,31
2022-08-08,0.0,0.0,0.0,1.0,0.0,32
2022-08-15,0.0,0.0,0.0,1.0,0.0,33
