date,Delta,Gamma,Mu,Omicron,Otros,week
2021-03-25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,12
2021-04-01,0.0,0.0,0.0,0.0,1.0,13
2021-04-08,0.0,0.0,0.0,0.0,1.0,14
2021-04-15,0.0,0.0,1.0,0.0,0.0,15
2021-05-06,0.0,0.0,1.0,0.0,0.0,18
2021-05-20,0.0,1.0,0.0,0.0,0.0,20
2021-05-27,0.0,0.0,1.0,0.0,0.0,21
2021-06-03,0.0,0.0,1.0,0.0,0.0,22
2021-06-24,0.0,0.0,1.0,0.0,0.0,25
2021-07-01,0.0,0.0,1.0,0.0,0.0,26
2021-07-08,0.0,0.0,1.0,0.0,0.0,27
2021-09-16,0.0,0.0,1.0,0.0,0.0,37
2021-10-07,1.0,0.0,0.0,0.0,0.0,40
2022-03-24,0.0,0.0,0.0,1.0,0.0,12
2022-04-21,0.0,0.0,0.0,1.0,0.0,16
2022-04-28,0.0,0.0,0.0,1.0,0.0,17
2022-05-05,0.0,0.0,0.0,1.0,0.0,18
2022-05-19,0.0,0.0,0.0,1.0,0.0,20
2022-05-26,0.0,0.0,0.0,1.0,0.0,21
2022-06-02,0.0,0.0,0.0,1.0,0.0,22
2022-06-09,0.0,0.0,0.0,1.0,0.0,23
2022-06-16,0.0,0.0,0.0,1.0,0.0,24
2022-06-30,0.0,0.0,0.0,1.0,0.0,26
2022-07-07,0.0,0.0,0.0,1.0,0.0,27
2022-07-14,0.0,0.0,0.0,1.0,0.0,28
2022-07-21,0.0,0.0,0.0,1.0,0.0,29
2022-07-28,0.0,0.0,0.0,1.0,0.0,30
2022-08-04,0.0,0.0,0.0,1.0,0.0,31
2022-08-25,0.0,0.0,0.0,1.0,0.0,34
2022-11-03,0.0,0.0,0.0,1.0,0.0,44
2022-12-08,0.0,0.0,0.0,1.0,0.0,49
2022-12-15,0.0,0.0,0.0,1.0,0.0,50
2023-05-04,0.0,0.0,0.0,1.0,0.0,18
2023-06-08,0.0,0.0,0.0,1.0,0.0,23
2023-07-27,0.0,0.0,0.0,1.0,0.0,30
