date,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-29,0.0,0.0,0.0,0.0,1.0,13
2020-04-26,0.0,0.0,0.0,0.0,1.0,17
2020-12-06,0.0,0.0,0.0,0.0,1.0,49
2021-03-14,0.0,0.0,0.0,0.0,1.0,10
2021-03-21,0.0,0.0,0.0,0.0,1.0,11
2021-04-18,0.0,0.125,0.875,0.0,0.0,15
2021-04-25,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,16
2021-05-02,0.0,0.0,1.0,0.0,0.0,17
2021-07-11,0.0,0.0,1.0,0.0,0.0,27
2021-07-18,0.0,0.0,1.0,0.0,0.0,28
2021-07-25,0.0,0.0,1.0,0.0,0.0,29
2021-08-08,0.0,0.0,1.0,0.0,0.0,31
2021-08-22,1.0,0.0,0.0,0.0,0.0,33
2022-08-14,0.0,0.0,0.0,1.0,0.0,32
2022-11-27,0.0,0.0,0.0,1.0,0.0,47
2022-12-04,0.0,0.0,0.0,1.0,0.0,48
2022-12-11,0.0,0.0,0.0,1.0,0.0,49
2023-01-08,0.0,0.0,0.0,1.0,0.0,1
