date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-14,0.5,0.0,0.0,0.0,0.0,0.5,11
2020-04-04,0.0,0.0,0.0,0.0,0.0,1.0,14
2020-10-24,0.0,0.0,0.0,0.0,0.0,1.0,43
2020-10-31,0.0,0.0,0.0,0.0,0.0,1.0,44
2020-11-28,0.0,0.0,0.0,0.0,0.0,1.0,48
2020-12-05,0.0,0.0,0.0,0.0,0.0,1.0,49
2020-12-12,0.0,0.0,0.0,0.0,0.0,1.0,50
2020-12-19,0.0,0.0,0.0,0.0,0.0,1.0,51
2020-12-26,0.0,0.0,0.0,0.0,0.0,1.0,52
2021-01-02,0.0,0.0,0.0,0.0,0.0,1.0,53
2021-01-16,0.0,0.0,0.0,0.0,0.0,1.0,2
2021-01-23,0.0,0.0,0.0,0.0,0.0,1.0,3
2021-01-30,0.0,0.0,0.0,0.0,0.0,1.0,4
2021-02-20,0.0,0.0,0.0,0.0,0.0,1.0,7
2021-02-27,0.0,0.0,0.0,0.0,0.0,1.0,8
2021-04-03,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,13
2021-04-10,0.0,0.0,0.125,0.375,0.0,0.5,14
2021-04-17,0.07142857142857142,0.0,0.21428571428571427,0.5714285714285714,0.0,0.14285714285714285,15
2021-04-24,0.0,0.0,0.3,0.45,0.0,0.25,16
2021-05-01,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,17
2021-05-08,0.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,18
2021-05-15,0.1,0.0,0.1,0.7,0.0,0.1,19
2021-05-22,0.0,0.0,0.1111111111111111,0.7222222222222222,0.0,0.16666666666666666,20
2021-05-29,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.2857142857142857,21
2021-06-05,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,22
2021-06-12,0.0,0.0,0.0,1.0,0.0,0.0,23
2021-06-19,0.0,0.0,0.0,1.0,0.0,0.0,24
2021-06-26,0.0,0.0,0.0,1.0,0.0,0.0,25
2021-07-03,0.0,0.07142857142857142,0.0,0.9285714285714286,0.0,0.0,26
2021-07-10,0.0,0.0,0.0,1.0,0.0,0.0,27
2021-07-17,0.0,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.0,0.0,28
2021-07-24,0.0,0.0,0.0,1.0,0.0,0.0,29
