date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-07,0.0,0.0,0.0,0.0,0.0,1.0,10
2020-03-14,0.0,0.0,0.0,0.0,0.0,1.0,11
2020-04-04,0.0,0.0,0.0,0.0,0.0,1.0,14
2020-05-23,0.0,0.0,0.0,0.0,0.0,1.0,21
2020-11-14,0.0,0.0,0.0,0.0,0.0,1.0,46
2020-12-12,0.0,0.0,0.0,0.0,0.0,1.0,50
2020-12-26,0.0,0.0,0.0,0.0,0.0,1.0,52
2021-03-06,0.0,0.0,0.0,0.5,0.0,0.5,9
2021-03-27,0.25,0.0,0.0,0.5,0.0,0.25,12
2021-05-08,0.0,0.0,0.4,0.4,0.0,0.2,18
2021-05-15,0.0,0.0,0.0,1.0,0.0,0.0,19
2021-05-22,0.0,0.0,0.5,0.5,0.0,0.0,20
2021-05-29,0.0,0.0,0.0,1.0,0.0,0.0,21
2021-06-05,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,22
2021-06-12,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,23
2021-06-19,0.0,0.0,0.0,1.0,0.0,0.0,24
2021-06-26,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,25
2021-07-10,0.0,0.0,0.3,0.7,0.0,0.0,27
2021-07-17,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,28
2021-07-24,0.0,0.0,0.0,1.0,0.0,0.0,29
2021-07-31,0.0,0.0,0.0,1.0,0.0,0.0,30
2021-10-02,0.0,0.0,0.0,1.0,0.0,0.0,39
2021-10-09,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,40
2021-10-16,0.0,1.0,0.0,0.0,0.0,0.0,41
2021-10-23,0.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,42
2021-10-30,0.0,1.0,0.0,0.0,0.0,0.0,43
2021-11-06,0.0,1.0,0.0,0.0,0.0,0.0,44
2021-11-13,0.0,1.0,0.0,0.0,0.0,0.0,45
2022-04-09,0.0,0.0,0.0,0.0,1.0,0.0,14
2022-05-07,0.0,0.0,0.0,0.0,1.0,0.0,18
2022-05-14,0.0,0.0,0.0,0.0,1.0,0.0,19
2022-05-21,0.0,0.0,0.0,0.0,1.0,0.0,20
2022-05-28,0.0,0.0,0.0,0.0,1.0,0.0,21
2022-06-04,0.0,0.0,0.0,0.0,1.0,0.0,22
2022-06-11,0.0,0.0,0.0,0.0,1.0,0.0,23
2022-06-18,0.0,0.0,0.0,0.0,1.0,0.0,24
2022-06-25,0.0,0.0,0.0,0.0,1.0,0.0,25
2022-07-02,0.0,0.0,0.0,0.0,1.0,0.0,26
2022-07-09,0.0,0.0,0.0,0.0,1.0,0.0,27
2022-07-16,0.0,0.0,0.0,0.0,1.0,0.0,28
2022-07-23,0.0,0.0,0.0,0.0,1.0,0.0,29
2022-07-30,0.0,0.0,0.0,0.0,1.0,0.0,30
2022-08-06,0.0,0.0,0.0,0.0,1.0,0.0,31
2022-08-13,0.0,0.0,0.0,0.0,1.0,0.0,32
2022-08-27,0.0,0.0,0.0,0.0,1.0,0.0,34
2022-09-03,0.0,0.0,0.0,0.0,1.0,0.0,35
2022-10-15,0.0,0.0,0.0,0.0,1.0,0.0,41
2022-11-05,0.0,0.0,0.0,0.0,1.0,0.0,44
2022-11-12,0.0,0.0,0.0,0.0,1.0,0.0,45
2022-12-10,0.0,0.0,0.0,0.0,1.0,0.0,49
2022-12-17,0.0,0.0,0.0,0.0,1.0,0.0,50
2022-12-24,0.0,0.0,0.0,0.0,1.0,0.0,51
2022-12-31,0.0,0.0,0.0,0.0,1.0,0.0,52
2023-01-07,0.0,0.0,0.0,0.0,1.0,0.0,1
2023-02-11,0.0,0.0,0.0,0.0,1.0,0.0,6
2023-02-25,0.0,0.0,0.0,0.0,1.0,0.0,8
2023-03-04,0.0,0.0,0.0,0.0,1.0,0.0,9
2023-03-11,0.0,0.0,0.0,0.0,1.0,0.0,10
2023-04-08,0.0,0.0,0.0,0.0,1.0,0.0,14
2023-04-15,0.0,0.0,0.0,0.0,1.0,0.0,15
2023-04-29,0.0,0.0,0.0,0.0,1.0,0.0,17
2023-05-06,0.0,0.0,0.0,0.0,1.0,0.0,18
2023-05-20,0.0,0.0,0.0,0.0,1.0,0.0,20
2023-05-27,0.0,0.0,0.0,0.0,1.0,0.0,21
2023-06-03,0.0,0.0,0.0,0.0,1.0,0.0,22
2023-06-10,0.0,0.0,0.0,0.0,1.0,0.0,23
2023-09-02,0.0,0.0,0.0,0.0,1.0,0.0,35
2023-09-30,0.0,0.0,0.0,0.0,1.0,0.0,39
