date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-04,0.0,0.0,0.0,0.0,0.0,1.0,10
2020-03-11,0.0,0.0,0.0,0.0,0.0,1.0,11
2020-03-18,0.0,0.0,0.0,0.0,0.0,1.0,12
2020-03-25,0.0,0.0,0.0,0.0,0.0,1.0,13
2020-04-01,0.0,0.0,0.0,0.0,0.0,1.0,14
2020-12-30,0.0,0.0,0.0,0.0,0.0,1.0,53
2021-01-13,0.0,0.0,0.0,0.0,0.0,1.0,2
2021-02-03,0.0,0.0,0.0,0.0,0.0,1.0,5
2021-03-03,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.8461538461538461,9
2021-03-24,0.0,0.0,0.0,0.0,0.0,1.0,12
2021-03-31,0.10526315789473684,0.0,0.05263157894736842,0.3157894736842105,0.0,0.5263157894736842,13
2021-04-07,0.15555555555555556,0.0,0.13333333333333333,0.06666666666666667,0.0,0.6444444444444445,14
2021-04-14,0.3333333333333333,0.0,0.05555555555555555,0.3888888888888889,0.0,0.2222222222222222,15
2021-04-21,0.041666666666666664,0.0,0.08333333333333333,0.3333333333333333,0.0,0.5416666666666666,16
2021-04-28,0.058823529411764705,0.0,0.058823529411764705,0.4117647058823529,0.0,0.47058823529411764,17
2021-05-05,0.045454545454545456,0.0,0.18181818181818182,0.3181818181818182,0.0,0.45454545454545453,18
2021-05-12,0.1,0.0,0.2,0.3,0.0,0.4,19
2021-05-19,0.0,0.0,0.2727272727272727,0.6363636363636364,0.0,0.09090909090909091,20
2021-05-26,0.0,0.0,0.05555555555555555,0.7222222222222222,0.0,0.2222222222222222,21
2021-06-02,0.0,0.037037037037037035,0.1111111111111111,0.5555555555555556,0.0,0.2962962962962963,22
2021-06-09,0.0,0.0,0.13043478260869565,0.6956521739130435,0.0,0.17391304347826086,23
2021-06-16,0.0,0.0,0.08695652173913043,0.7391304347826086,0.0,0.17391304347826086,24
2021-06-23,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,0.16666666666666666,25
2021-06-30,0.0,0.046511627906976744,0.046511627906976744,0.7674418604651163,0.0,0.13953488372093023,26
2021-07-07,0.0,0.037037037037037035,0.037037037037037035,0.9259259259259259,0.0,0.0,27
2021-07-14,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,28
2021-07-21,0.0,0.05263157894736842,0.05263157894736842,0.8947368421052632,0.0,0.0,29
2021-07-28,0.0,0.07142857142857142,0.08571428571428572,0.8428571428571429,0.0,0.0,30
2021-08-04,0.0,0.08823529411764706,0.10294117647058823,0.8088235294117647,0.0,0.0,31
2021-08-11,0.0,0.22950819672131148,0.06557377049180328,0.7049180327868853,0.0,0.0,32
2021-08-18,0.018518518518518517,0.24074074074074073,0.037037037037037035,0.7037037037037037,0.0,0.0,33
2021-08-25,0.0,0.36065573770491804,0.01639344262295082,0.6229508196721312,0.0,0.0,34
2021-09-01,0.0,0.5208333333333334,0.0,0.4791666666666667,0.0,0.0,35
2021-09-08,0.0,0.6176470588235294,0.0,0.38235294117647056,0.0,0.0,36
2021-09-15,0.0,0.6099290780141844,0.014184397163120567,0.375886524822695,0.0,0.0,37
