date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-10,0.0,0.0,0.0,0.0,0.0,1.0,11
2020-03-17,0.0,0.0,0.0,0.0,0.0,1.0,12
2020-03-24,0.0,0.0,0.0,0.0,0.0,1.0,13
2020-03-31,0.0,0.0,0.0,0.0,0.0,1.0,14
2020-04-07,0.0,0.0,0.0,0.0,0.0,1.0,15
2021-03-30,1.0,0.0,0.0,0.0,0.0,0.0,13
2021-04-06,0.25,0.0,0.5,0.25,0.0,0.0,14
2021-04-13,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,15
2021-04-27,1.0,0.0,0.0,0.0,0.0,0.0,17
2021-05-04,0.25,0.0,0.25,0.25,0.0,0.25,18
2021-05-11,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,19
2021-05-25,0.0,0.0,0.0,1.0,0.0,0.0,21
2021-06-01,0.0,0.0,0.0,1.0,0.0,0.0,22
2021-07-06,0.0,0.0,0.0,1.0,0.0,0.0,27
2021-07-13,0.0,0.5,0.5,0.0,0.0,0.0,28
2021-07-27,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,30
2021-08-03,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,31
2021-08-10,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,32
2021-08-17,0.0,0.5,0.0,0.5,0.0,0.0,33
2021-08-24,0.0,0.4,0.0,0.6,0.0,0.0,34
2021-08-31,0.0,0.75,0.0,0.25,0.0,0.0,35
2021-09-07,0.0,1.0,0.0,0.0,0.0,0.0,36
2021-09-14,0.0,0.5,0.0,0.5,0.0,0.0,37
2021-09-21,0.0,0.5,0.0,0.5,0.0,0.0,38
2021-09-28,0.0,1.0,0.0,0.0,0.0,0.0,39
2021-10-05,0.0,1.0,0.0,0.0,0.0,0.0,40
2021-10-12,0.0,1.0,0.0,0.0,0.0,0.0,41
2021-10-19,0.0,1.0,0.0,0.0,0.0,0.0,42
2021-10-26,0.0,1.0,0.0,0.0,0.0,0.0,43
2021-11-02,0.0,1.0,0.0,0.0,0.0,0.0,44
2021-11-09,0.0,1.0,0.0,0.0,0.0,0.0,45
2021-11-23,0.0,1.0,0.0,0.0,0.0,0.0,47
2021-11-30,0.0,1.0,0.0,0.0,0.0,0.0,48
2021-12-07,0.0,1.0,0.0,0.0,0.0,0.0,49
2021-12-14,0.0,1.0,0.0,0.0,0.0,0.0,50
2021-12-28,0.0,1.0,0.0,0.0,0.0,0.0,52
2022-01-04,0.0,1.0,0.0,0.0,0.0,0.0,1
2022-01-11,0.0,0.0,0.0,0.0,1.0,0.0,2
2022-04-19,0.0,0.0,0.0,0.0,1.0,0.0,16
2022-04-26,0.0,0.0,0.0,0.0,1.0,0.0,17
2022-05-03,0.0,0.0,0.0,0.0,1.0,0.0,18
2022-05-10,0.0,0.0,0.0,0.0,1.0,0.0,19
2022-05-17,0.0,0.0,0.0,0.0,1.0,0.0,20
2022-05-31,0.0,0.0,0.0,0.0,1.0,0.0,22
2022-06-07,0.0,0.0,0.0,0.0,1.0,0.0,23
2022-06-14,0.0,0.0,0.0,0.0,1.0,0.0,24
2022-06-21,0.0,0.0,0.0,0.0,1.0,0.0,25
2022-06-28,0.0,0.0,0.0,0.0,1.0,0.0,26
2022-07-05,0.0,0.0,0.0,0.0,1.0,0.0,27
2022-07-19,0.0,0.0,0.0,0.0,1.0,0.0,29
2022-07-26,0.0,0.0,0.0,0.0,1.0,0.0,30
2022-08-02,0.0,0.0,0.0,0.0,1.0,0.0,31
2022-08-09,0.0,0.0,0.0,0.0,1.0,0.0,32
2022-08-16,0.0,0.0,0.0,0.0,1.0,0.0,33
2022-08-23,0.0,0.0,0.0,0.0,1.0,0.0,34
2022-12-20,0.0,0.0,0.0,0.0,1.0,0.0,51
2022-12-27,0.0,0.0,0.0,0.0,1.0,0.0,52
2023-02-14,0.0,0.0,0.0,0.0,1.0,0.0,7
