date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-29,0.0,0.0,0.0,0.0,0.0,1.0,13
2020-04-05,0.0,0.0,0.0,0.0,0.0,1.0,14
2020-04-12,0.0,0.0,0.0,0.0,0.0,1.0,15
2020-04-19,0.0,0.0,0.0,0.0,0.0,1.0,16
2020-05-31,0.0,0.0,0.0,0.0,0.0,1.0,22
2020-07-05,0.0,0.0,0.0,0.0,0.0,1.0,27
2020-07-12,0.0,0.0,0.0,0.0,0.0,1.0,28
2020-08-02,0.0,0.0,0.0,0.0,0.0,1.0,31
2020-11-15,0.0,0.0,0.0,0.0,0.0,1.0,46
2020-12-13,0.0,0.0,0.0,0.0,0.0,1.0,50
2020-12-27,0.0,0.0,0.0,0.0,0.0,1.0,52
2021-01-03,0.0,0.0,0.0,0.0,0.0,1.0,53
2021-01-10,0.0,0.0,0.0,0.0,0.0,1.0,1
2021-01-17,0.0,0.0,0.0,0.0,0.0,1.0,2
2021-01-24,0.0,0.0,0.0,0.0,0.0,1.0,3
2021-02-14,0.0,0.0,0.0,0.0,0.0,1.0,6
2021-02-21,0.0,0.0,0.0,0.0,0.0,1.0,7
2021-02-28,0.0,0.0,0.0,0.0,0.0,1.0,8
2021-03-07,0.0,0.0,0.0,0.0,0.0,1.0,9
2021-03-14,0.0,0.0,0.0,0.0,0.0,1.0,10
2021-03-21,0.0,0.0,0.0,0.0,0.0,1.0,11
2021-03-28,0.25,0.0,0.0,0.0,0.0,0.75,12
2021-04-04,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,13
2021-04-11,0.0,0.0,0.5,0.0,0.0,0.5,14
2021-04-18,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,15
2021-04-25,0.0,0.0,0.0,0.125,0.0,0.875,16
2021-05-02,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,17
2021-05-09,0.0,0.0,0.0,0.0,0.0,1.0,18
2021-05-16,0.0,0.0,0.0,0.8,0.0,0.2,19
2021-05-23,0.0,0.0,0.0,1.0,0.0,0.0,20
2021-05-30,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,21
2021-06-06,0.0,0.0,0.0,1.0,0.0,0.0,22
2021-06-13,0.0,0.0,0.0,1.0,0.0,0.0,23
2021-06-20,0.0,0.0,0.0,1.0,0.0,0.0,24
2021-06-27,0.0,0.0,0.0,1.0,0.0,0.0,25
2021-07-11,0.0,0.0,0.0,1.0,0.0,0.0,27
2021-07-18,0.0,0.0,0.0,1.0,0.0,0.0,28
2021-07-25,0.0,0.0,0.0,1.0,0.0,0.0,29
2021-08-01,0.0,0.0,0.0,1.0,0.0,0.0,30
2021-08-08,0.0,0.0,0.0,1.0,0.0,0.0,31
2021-08-15,0.0,0.0,0.0,1.0,0.0,0.0,32
2021-08-22,0.0,0.0,0.0,1.0,0.0,0.0,33
2021-08-29,0.0,0.15384615384615385,0.0,0.8461538461538461,0.0,0.0,34
2021-09-05,0.0,0.25,0.0,0.75,0.0,0.0,35
2021-09-12,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,36
2021-09-19,0.0,0.6363636363636364,0.0,0.36363636363636365,0.0,0.0,37
2021-09-26,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,38
2021-10-03,0.0,0.5,0.0,0.5,0.0,0.0,39
2021-10-10,0.0,1.0,0.0,0.0,0.0,0.0,40
2021-10-17,0.0,0.0,0.0,1.0,0.0,0.0,41
2021-10-24,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,42
2021-10-31,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,43
2021-11-21,0.0,1.0,0.0,0.0,0.0,0.0,46
2021-11-28,0.0,1.0,0.0,0.0,0.0,0.0,47
2021-12-05,0.0,1.0,0.0,0.0,0.0,0.0,48
2021-12-12,0.0,1.0,0.0,0.0,0.0,0.0,49
2022-02-13,0.0,0.0,0.0,0.0,1.0,0.0,6
2022-04-03,0.0,0.0,0.0,0.0,1.0,0.0,13
2022-04-17,0.0,0.0,0.0,0.0,1.0,0.0,15
2022-04-24,0.0,0.0,0.0,0.0,1.0,0.0,16
2022-05-01,0.0,0.0,0.0,0.0,1.0,0.0,17
2022-05-08,0.0,0.0,0.0,0.0,1.0,0.0,18
2022-05-15,0.0,0.0,0.0,0.0,1.0,0.0,19
2022-05-22,0.0,0.0,0.0,0.0,1.0,0.0,20
2022-05-29,0.0,0.0,0.0,0.0,1.0,0.0,21
2022-06-05,0.0,0.0,0.0,0.0,1.0,0.0,22
2022-06-12,0.0,0.0,0.0,0.0,1.0,0.0,23
2022-06-19,0.0,0.0,0.0,0.0,1.0,0.0,24
2022-06-26,0.0,0.0,0.0,0.0,1.0,0.0,25
2022-07-10,0.0,0.0,0.0,0.0,1.0,0.0,27
2022-07-17,0.0,0.0,0.0,0.0,1.0,0.0,28
2022-08-14,0.0,0.0,0.0,0.0,1.0,0.0,32
2022-10-09,0.0,0.0,0.0,0.0,1.0,0.0,40
2022-11-27,0.0,0.0,0.0,0.0,1.0,0.0,47
2022-12-11,0.0,0.0,0.0,0.0,1.0,0.0,49
2022-12-18,0.0,0.0,0.0,0.0,1.0,0.0,50
2023-01-08,0.0,0.0,0.0,0.0,1.0,0.0,1
2023-01-15,0.0,0.0,0.0,0.0,1.0,0.0,2
2023-05-14,0.0,0.0,0.0,0.0,1.0,0.0,19
