date,Alpha,Delta,Gamma,Mu,Omicron,Otros,week
2020-03-11,0.0,0.0,0.0,0.0,0.0,1.0,11
2020-03-18,0.0,0.0,0.0,0.0,0.0,1.0,12
2020-12-02,0.0,0.0,0.0,0.0,0.0,1.0,49
2021-01-13,0.0,0.0,0.0,0.0,0.0,1.0,2
2021-01-20,0.0,0.0,0.0,0.0,0.0,1.0,3
2021-04-07,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,14
2021-04-21,0.5,0.0,0.0,0.5,0.0,0.0,16
2021-04-28,0.23076923076923078,0.0,0.07692307692307693,0.46153846153846156,0.0,0.23076923076923078,17
2021-05-05,0.0,0.0,0.0,1.0,0.0,0.0,18
2021-05-12,0.0,0.0,0.0,1.0,0.0,0.0,19
2021-06-02,0.0,0.0,0.0,1.0,0.0,0.0,22
2021-06-09,0.0,0.0,1.0,0.0,0.0,0.0,23
2021-06-23,0.0,0.0,0.8,0.2,0.0,0.0,25
2021-06-30,0.0,0.0,0.5,0.5,0.0,0.0,26
2021-07-07,0.0,0.0,0.0,1.0,0.0,0.0,27
2021-07-21,0.0,0.5,0.5,0.0,0.0,0.0,29
2021-07-28,0.0,0.15384615384615385,0.0,0.8461538461538461,0.0,0.0,30
2021-08-04,0.0,0.375,0.0,0.625,0.0,0.0,31
2021-08-11,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,32
2021-08-18,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,33
2021-08-25,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,34
2021-09-01,0.0,0.5,0.0,0.5,0.0,0.0,35
2021-09-08,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,36
2021-09-15,0.0,0.6428571428571429,0.07142857142857142,0.2857142857142857,0.0,0.0,37
2021-09-22,0.0,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,38
2021-09-29,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,39
2021-10-06,0.0,1.0,0.0,0.0,0.0,0.0,40
2021-10-13,0.0,1.0,0.0,0.0,0.0,0.0,41
2021-10-20,0.0,0.8461538461538461,0.0,0.15384615384615385,0.0,0.0,42
2021-10-27,0.0,1.0,0.0,0.0,0.0,0.0,43
2021-11-03,0.0,1.0,0.0,0.0,0.0,0.0,44
2021-11-10,0.0,1.0,0.0,0.0,0.0,0.0,45
2021-11-17,0.0,1.0,0.0,0.0,0.0,0.0,46
2021-12-01,0.0,1.0,0.0,0.0,0.0,0.0,48
2021-12-08,0.0,1.0,0.0,0.0,0.0,0.0,49
2021-12-15,0.0,1.0,0.0,0.0,0.0,0.0,50
2021-12-22,0.0,1.0,0.0,0.0,0.0,0.0,51
2022-01-05,0.0,0.5,0.0,0.0,0.5,0.0,1
2022-03-30,0.0,0.0,0.0,0.0,1.0,0.0,13
2022-05-11,0.0,0.0,0.0,0.0,1.0,0.0,19
2022-06-08,0.0,0.0,0.0,0.0,1.0,0.0,23
2022-06-22,0.0,0.0,0.0,0.0,1.0,0.0,25
2022-07-06,0.0,0.0,0.0,0.0,1.0,0.0,27
2022-08-03,0.0,0.0,0.0,0.0,1.0,0.0,31
2022-08-17,0.0,0.0,0.0,0.0,1.0,0.0,33
2022-08-24,0.0,0.0,0.0,0.0,1.0,0.0,34
2022-10-19,0.0,0.0,0.0,0.0,1.0,0.0,42
2022-12-28,0.0,0.0,0.0,0.0,1.0,0.0,52
2023-05-03,0.0,0.0,0.0,0.0,1.0,0.0,18
