COD_MUN,NOM_MUNICI,COD_DEPTO,NOM_DEPART,STABBR
13655,SAN JACINTO DEL CAUCA,13,BOLÍVAR,BOL
25394,LA PALMA,25,CUNDINAMARCA,CUN
25398,LA PEÑA,25,CUNDINAMARCA,CUN
25491,NOCAIMA,25,CUNDINAMARCA,CUN
25168,CHAGUANÍ,25,CUNDINAMARCA,CUN
25867,VIANÍ,25,CUNDINAMARCA,CUN
25095,BITUIMA,25,CUNDINAMARCA,CUN
25086,BELTRÁN,25,CUNDINAMARCA,CUN
25580,PULÍ,25,CUNDINAMARCA,CUN
25368,JERUSALÉN,25,CUNDINAMARCA,CUN
25324,GUATAQUÍ,25,CUNDINAMARCA,CUN
25815,TOCAIMA,25,CUNDINAMARCA,CUN
25483,NARIÑO,25,CUNDINAMARCA,CUN
25307,GIRARDOT,25,CUNDINAMARCA,CUN
25612,RICAURTE,25,CUNDINAMARCA,CUN
25488,NILO,25,CUNDINAMARCA,CUN
25001,AGUA DE DIOS,25,CUNDINAMARCA,CUN
25599,APULO,25,CUNDINAMARCA,CUN
25743,SILVANIA,25,CUNDINAMARCA,CUN
25524,PANDI,25,CUNDINAMARCA,CUN
25506,VENECIA,25,CUNDINAMARCA,CUN
25312,GRANADA,25,CUNDINAMARCA,CUN
25645,SAN ANTONIO DEL TEQUENDAMA,25,CUNDINAMARCA,CUN
25386,LA MESA,25,CUNDINAMARCA,CUN
25797,TENA,25,CUNDINAMARCA,CUN
25040,ANOLAIMA,25,CUNDINAMARCA,CUN
25328,GUAYABAL DE SÍQUIMA,25,CUNDINAMARCA,CUN
25019,ALBÁN,25,CUNDINAMARCA,CUN
73319,GUAMO,73,TOLIMA,TOL
73268,ESPINAL,73,TOLIMA,TOL
17867,VICTORIA,17,CALDAS,CLD
17873,VILLAMARÍA,17,CALDAS,CLD
5591,PUERTO TRIUNFO,05,ANTIOQUIA,ANT
5652,SAN FRANCISCO,05,ANTIOQUIA,ANT
5660,SAN LUIS,05,ANTIOQUIA,ANT
5313,GRANADA,05,ANTIOQUIA,ANT
5321,GUATAPÉ,05,ANTIOQUIA,ANT
5142,CARACOLÍ,05,ANTIOQUIA,ANT
70400,LA UNIÓN,70,SUCRE,SUC
25885,YACOPÍ,25,CUNDINAMARCA,CUN
25878,VIOTÁ,25,CUNDINAMARCA,CUN
25898,ZIPACÓN,25,CUNDINAMARCA,CUN
41206,COLOMBIA,41,HUILA,HUI
41078,BARAYA,41,HUILA,HUI
41799,TELLO,41,HUILA,HUI
41524,PALERMO,41,HUILA,HUI
41615,RIVERA,41,HUILA,HUI
41349,HOBO,41,HUILA,HUI
41020,ALGECIRAS,41,HUILA,HUI
73349,HONDA,73,TOLIMA,TOL
73055,ARMERO (Guayabal),73,TOLIMA,TOL
73270,FALAN,73,TOLIMA,TOL
73686,SANTA ISABEL,73,TOLIMA,TOL
73001,IBAGUÉ,73,TOLIMA,TOL
73624,ROVIRA,73,TOLIMA,TOL
73124,CAJAMARCA,73,TOLIMA,TOL
73483,NATAGAIMA,73,TOLIMA,TOL
73024,ALPUJARRA,73,TOLIMA,TOL
73236,DOLORES,73,TOLIMA,TOL
73563,PRADO,73,TOLIMA,TOL
73585,PURIFICACIÓN,73,TOLIMA,TOL
73504,ORTEGA,73,TOLIMA,TOL
73770,SUÁREZ,73,TOLIMA,TOL
73678,SAN LUIS,73,TOLIMA,TOL
73148,CARMEN DE APICALÁ,73,TOLIMA,TOL
73449,MELGAR,73,TOLIMA,TOL
17380,LA DORADA,17,CALDAS,CLD
17444,MARQUETALIA,17,CALDAS,CLD
17433,MANZANARES,17,CALDAS,CLD
17446,MARULANDA,17,CALDAS,CLD
5148,CARMEN DE VIBORAL,05,ANTIOQUIA,ANT
5615,RIONEGRO,05,ANTIOQUIA,ANT
5440,MARINILLA,05,ANTIOQUIA,ANT
5541,PEÑOL,05,ANTIOQUIA,ANT
5206,CONCEPCIÓN,05,ANTIOQUIA,ANT
5674,SAN VICENTE,05,ANTIOQUIA,ANT
5038,ANGOSTURA,05,ANTIOQUIA,ANT
5887,YARUMAL,05,ANTIOQUIA,ANT
5154,CAUCASIA,05,ANTIOQUIA,ANT
5120,CÁCERES,05,ANTIOQUIA,ANT
5790,TARAZÁ,05,ANTIOQUIA,ANT
23189,CIÉNAGA DE ORO,23,CÓRDOBA,COR
23580,PUERTO LIBERTADOR,23,CÓRDOBA,COR
23682,SAN JOSÉ DE URÉ,23,CÓRDOBA,COR
19455,MIRANDA,19,CAUCA,CAU
19212,CORINTO,19,CAUCA,CAU
19573,PUERTO TEJADA,19,CAUCA,CAU
19845,VILLA RICA,19,CAUCA,CAU
19142,CALOTO,19,CAUCA,CAU
19821,TORIBÍO,19,CAUCA,CAU
19364,JAMBALÓ,19,CAUCA,CAU
19137,CALDONO,19,CAUCA,CAU
19743,SILVIA,19,CAUCA,CAU
19698,SANTANDER DE QUILICHAO,19,CAUCA,CAU
19824,TOTORÓ,19,CAUCA,CAU
19355,INZÁ,19,CAUCA,CAU
19513,PADILLA,19,CAUCA,CAU
76243,EL AGUILA,76,VALLE DEL CAUCA,VDC
76041,ANSERMANUEVO,76,VALLE DEL CAUCA,VDC
76246,EL CAIRO,76,VALLE DEL CAUCA,VDC
76054,ARGELIA,76,VALLE DEL CAUCA,VDC
76147,CARTAGO,76,VALLE DEL CAUCA,VDC
76020,ALCALÁ,76,VALLE DEL CAUCA,VDC
76497,OBANDO,76,VALLE DEL CAUCA,VDC
76823,TORO,76,VALLE DEL CAUCA,VDC
76863,VERSALLES,76,VALLE DEL CAUCA,VDC
76250,EL DOVIO,76,VALLE DEL CAUCA,VDC
76400,LA UNIÓN,76,VALLE DEL CAUCA,VDC
76622,ROLDANILLO,76,VALLE DEL CAUCA,VDC
76403,LA VICTORIA,76,VALLE DEL CAUCA,VDC
76895,ZARZAL,76,VALLE DEL CAUCA,VDC
76122,CAICEDONIA,76,VALLE DEL CAUCA,VDC
76113,BUGALAGRANDE,76,VALLE DEL CAUCA,VDC
76036,ANDALUCÍA,76,VALLE DEL CAUCA,VDC
76100,BOLÍVAR,76,VALLE DEL CAUCA,VDC
76828,TRUJILLO,76,VALLE DEL CAUCA,VDC
76616,RIOFRÍO,76,VALLE DEL CAUCA,VDC
76834,TULUÁ,76,VALLE DEL CAUCA,VDC
76670,SAN PEDRO,76,VALLE DEL CAUCA,VDC
76111,BUGA,76,VALLE DEL CAUCA,VDC
76890,YOTOCO,76,VALLE DEL CAUCA,VDC
76869,VIJES,76,VALLE DEL CAUCA,VDC
76318,GUACARÍ,76,VALLE DEL CAUCA,VDC
76306,GINEBRA,76,VALLE DEL CAUCA,VDC
76248,EL CERRITO,76,VALLE DEL CAUCA,VDC
76520,PALMIRA,76,VALLE DEL CAUCA,VDC
76130,CANDELARIA,76,VALLE DEL CAUCA,VDC
76275,FLORIDA,76,VALLE DEL CAUCA,VDC
76892,YUMBO,76,VALLE DEL CAUCA,VDC
19300,GUACHENÉ,19,CAUCA,CAU
41801,TERUEL,41,HUILA,HUI
41483,NÁTAGA,41,HUILA,HUI
41518,PAICOL,41,HUILA,HUI
73168,CHAPARRAL,73,TOLIMA,TOL
73616,RIOBLANCO,73,TOLIMA,TOL
63470,MONTENEGRO,63,QUINDIO,QND
63401,LA TEBAIDA,63,QUINDIO,QND
63548,PIJAO,63,QUINDIO,QND
63302,GÉNOVA,63,QUINDIO,QND
66682,SANTA ROSA DE CABAL,66,RISARALDA,RIS
66170,DOSQUEBRADAS,66,RISARALDA,RIS
66440,MARSELLA,66,RISARALDA,RIS
66045,APÍA,66,RISARALDA,RIS
66594,QUINCHÍA,66,RISARALDA,RIS
27205,CONDOTO,27,CHOCÓ,CHO
27073,BAGADÓ,27,CHOCÓ,CHO
27245,EL CARMEN,27,CHOCÓ,CHO
27580,RÍO IRÓ (Santa Rita),27,CHOCÓ,CHO
17877,VITERBO,17,CALDAS,CLD
17042,ANSERMA,17,CALDAS,CLD
17272,FILADELFIA,17,CALDAS,CLD
17777,SUPÍA,17,CALDAS,CLD
17388,LA MERCED,17,CALDAS,CLD
5364,JARDÍN,05,ANTIOQUIA,ANT
5034,ANDES,05,ANTIOQUIA,ANT
5368,JERICÓ,05,ANTIOQUIA,ANT
5576,PUEBLORRICO,05,ANTIOQUIA,ANT
5353,HISPANIA,05,ANTIOQUIA,ANT
5789,TÁMESIS,05,ANTIOQUIA,ANT
5390,LA PINTADA,05,ANTIOQUIA,ANT
5679,SANTA BÁRBARA,05,ANTIOQUIA,ANT
5282,FREDONIA,05,ANTIOQUIA,ANT
5861,VENECIA,05,ANTIOQUIA,ANT
5642,SALGAR,05,ANTIOQUIA,ANT
5209,CONCORDIA,05,ANTIOQUIA,ANT
5809,TITIRIBÍ,05,ANTIOQUIA,ANT
5030,AMAGÁ,05,ANTIOQUIA,ANT
5036,ANGELÓPOLIS,05,ANTIOQUIA,ANT
5129,CALDAS,05,ANTIOQUIA,ANT
5631,SABANETA,05,ANTIOQUIA,ANT
5380,LA ESTRELLA,05,ANTIOQUIA,ANT
5266,ENVIGADO,05,ANTIOQUIA,ANT
5607,RETIRO,05,ANTIOQUIA,ANT
5212,COPACABANA,05,ANTIOQUIA,ANT
5088,BELLO,05,ANTIOQUIA,ANT
5664,SAN PEDRO,05,ANTIOQUIA,ANT
5125,CAICEDO,05,ANTIOQUIA,ANT
5847,URRAO,05,ANTIOQUIA,ANT
5284,FRONTINO,05,ANTIOQUIA,ANT
5004,ABRIAQUÍ,05,ANTIOQUIA,ANT
5411,LIBORINA,05,ANTIOQUIA,ANT
5086,BELMIRA,05,ANTIOQUIA,ANT
5264,ENTRERRIOS,05,ANTIOQUIA,ANT
5658,SAN JOSÉ DE LA MONTAÑA,05,ANTIOQUIA,ANT
5647,SAN ANDRÉS,05,ANTIOQUIA,ANT
5628,SABANALARGA,05,ANTIOQUIA,ANT
5113,BURITICÁ,05,ANTIOQUIA,ANT
5138,CAÑASGORDAS,05,ANTIOQUIA,ANT
5842,URAMITA,05,ANTIOQUIA,ANT
5543,PEQUE,05,ANTIOQUIA,ANT
5819,TOLEDO,05,ANTIOQUIA,ANT
5361,ITUANGO,05,ANTIOQUIA,ANT
5107,BRICEÑO,05,ANTIOQUIA,ANT
5665,SAN PEDRO DE URABÁ,05,ANTIOQUIA,ANT
23807,TIERRALTA,23,CÓRDOBA,COR
23855,VALENCIA,23,CÓRDOBA,COR
23678,SAN CARLOS,23,CÓRDOBA,COR
23555,PLANETA RICA,23,CÓRDOBA,COR
23466,MONTELÍBANO,23,CÓRDOBA,COR
76563,PRADERA,76,VALLE DEL CAUCA,VDC
63690,SALENTO,63,QUINDIO,QND
63111,BUENAVISTA,63,QUINDIO,QND
66400,LA VIRGINIA,66,RISARALDA,RIS
66075,BALBOA,66,RISARALDA,RIS
27787,TADÓ,27,CHOCÓ,CHO
17088,BELALCÁZAR,17,CALDAS,CLD
17442,MARMATO,17,CALDAS,CLD
17486,NEIRA,17,CALDAS,CLD
17174,CHINCHINÁ,17,CALDAS,CLD
17524,PALESTINA,17,CALDAS,CLD
5145,CARAMANTA,05,ANTIOQUIA,ANT
5856,VALPARAÍSO,05,ANTIOQUIA,ANT
5467,MONTEBELLO,05,ANTIOQUIA,ANT
5792,TARSO,05,ANTIOQUIA,ANT
5101,CIUDAD BOLÍVAR,05,ANTIOQUIA,ANT
5091,BETANIA,05,ANTIOQUIA,ANT
5093,BETULIA,05,ANTIOQUIA,ANT
5347,HELICONIA,05,ANTIOQUIA,ANT
5059,ARMENIA,05,ANTIOQUIA,ANT
5306,GIRALDO,05,ANTIOQUIA,ANT
5501,OLAYA,05,ANTIOQUIA,ANT
23162,CERETÉ,23,CÓRDOBA,COR
19517,PÁEZ (Belalcázar),19,CAUCA,CAU
76845,ULLOA,76,VALLE DEL CAUCA,VDC
76736,SEVILLA,76,VALLE DEL CAUCA,VDC
41676,SANTA MARÍA,41,HUILA,HUI
41885,YAGUARÁ,41,HUILA,HUI
41357,ÍQUIRA,41,HUILA,HUI
41306,GIGANTE,41,HUILA,HUI
41797,TESALIA,41,HUILA,HUI
73622,RONCESVALLES,73,TOLIMA,TOL
73675,SAN ANTONIO,73,TOLIMA,TOL
73555,PLANADAS,73,TOLIMA,TOL
73067,ATACO,73,TOLIMA,TOL
63272,FILANDIA,63,QUINDIO,QND
63190,CIRCASIA,63,QUINDIO,QND
63594,QUIMBAYA,63,QUINDIO,QND
63001,ARMENIA,63,QUINDIO,QND
63130,CALARCÁ,63,QUINDIO,QND
63212,CÓRDOBA,63,QUINDIO,QND
66001,PEREIRA,66,RISARALDA,RIS
66383,LA CELIA,66,RISARALDA,RIS
66687,SANTUARIO,66,RISARALDA,RIS
66088,BELÉN DE UMBRÍA,66,RISARALDA,RIS
66572,PUEBLO RICO,66,RISARALDA,RIS
66456,MISTRATÓ,66,RISARALDA,RIS
66318,GUÁTICA,66,RISARALDA,RIS
27660,SAN JOSÉ DEL PALMAR,27,CHOCÓ,CHO
27413,LLORÓ,27,CHOCÓ,CHO
17665,SAN JOSÉ,17,CALDAS,CLD
17616,RISARALDA,17,CALDAS,CLD
17614,RIOSUCIO,17,CALDAS,CLD
17001,MANIZALES,17,CALDAS,CLD
5360,ITAGÜÍ,05,ANTIOQUIA,ANT
5001,MEDELLÍN,05,ANTIOQUIA,ANT
5240,EBÉJICO,05,ANTIOQUIA,ANT
5044,ANZÁ,05,ANTIOQUIA,ANT
5042,SANTA FE DE ANTIOQUIA,05,ANTIOQUIA,ANT
5656,SAN JERÓNIMO,05,ANTIOQUIA,ANT
5761,SOPETRÁN,05,ANTIOQUIA,ANT
5234,DABEIBA,05,ANTIOQUIA,ANT
5480,MUTATÁ,05,ANTIOQUIA,ANT
5659,SAN JUAN DE URABÁ,05,ANTIOQUIA,ANT
5051,ARBOLETES,05,ANTIOQUIA,ANT
23001,MONTERÍA,23,CÓRDOBA,COR
23419,LOS CÓRDOBAS,23,CÓRDOBA,COR
23090,CANALETE,23,CÓRDOBA,COR
23686,SAN PELAYO,23,CÓRDOBA,COR
70221,COVEÑAS,70,SUCRE,SUC
70523,PALMITO,70,SUCRE,SUC
70820,TOLÚ,70,SUCRE,SUC
70713,SAN ONOFRE,70,SUCRE,SUC
70473,MORROA,70,SUCRE,SUC
70418,LOS PALMITOS,70,SUCRE,SUC
13001,CARTAGENA DE INDIAS (Distrito Turístico y Cultural),13,BOLÍVAR,BOL
13673,SANTA CATALINA,13,BOLÍVAR,BOL
13300,HATILLO DE LOBA,13,BOLÍVAR,BOL
8372,JUAN DE ACOSTA,08,ATLANTICO,ATL
8573,PUERTO COLOMBIA,08,ATLANTICO,ATL
8001,"BARRANQUILLA (Distrito Especial, Industrial y Portuario)",08,ATLANTICO,ATL
8685,SANTO TOMÁS,08,ATLANTICO,ATL
8520,PALMAR DE VARELA,08,ATLANTICO,ATL
8560,PONEDERA,08,ATLANTICO,ATL
8549,PIOJÓ,08,ATLANTICO,ATL
8832,TUBARÁ,08,ATLANTICO,ATL
44090,DIBULLA,44,LA GUAJIRA,GJR
44650,SAN JUAN DEL CESAR,44,LA GUAJIRA,GJR
44420,LA JAGUA DEL PILAR,44,LA GUAJIRA,GJR
47745,SITIONUEVO,47,MAGDALENA,MAG
47570,PUEBLOVIEJO,47,MAGDALENA,MAG
47189,CIÉNAGA,47,MAGDALENA,MAG
47001,SANTA MARTA (Distrito Turístico Cultural e Histórico),47,MAGDALENA,MAG
47288,FUNDACIÓN,47,MAGDALENA,MAG
47030,ALGARROBO,47,MAGDALENA,MAG
47660,SABANAS DE SAN ÁNGEL (San Ángel),47,MAGDALENA,MAG
47268,EL RETÉN,47,MAGDALENA,MAG
47551,PIVIJAY,47,MAGDALENA,MAG
47053,ARACATACA,47,MAGDALENA,MAG
20621,LA PAZ,20,CESAR,CES
20443,MANAURE BALCÓN DEL CESAR,20,CESAR,CES
20013,AGUSTÍN CODAZZI,20,CESAR,CES
20238,EL COPEY,20,CESAR,CES
20045,BECERRIL,20,CESAR,CES
20400,LA JAGUA DE IBIRICO,20,CESAR,CES
20178,CHIRIGUANÁ,20,CESAR,CES
20228,CURUMANÍ,20,CESAR,CES
27099,BOJAYÁ (Bellavista),27,CHOCÓ,CHO
19548,PIENDAMÓ,19,CAUCA,CAU
19110,BUENOS AIRES,19,CAUCA,CAU
19780,SUÁREZ,19,CAUCA,CAU
19473,MORALES,19,CAUCA,CAU
19130,CAJIBÍO,19,CAUCA,CAU
19001,POPAYÁN,19,CAUCA,CAU
19256,EL TAMBO,19,CAUCA,CAU
19807,TIMBÍO,19,CAUCA,CAU
76126,CALIMA (El Darién),76,VALLE DEL CAUCA,VDC
76606,RESTREPO,76,VALLE DEL CAUCA,VDC
76001,CALI,76,VALLE DEL CAUCA,VDC
76233,DAGUA,76,VALLE DEL CAUCA,VDC
76377,LA CUMBRE,76,VALLE DEL CAUCA,VDC
76364,JAMUNDÍ,76,VALLE DEL CAUCA,VDC
27745,SIPÍ,27,CHOCÓ,CHO
27491,NÓVITA,27,CHOCÓ,CHO
27450,MEDIO SAN JUAN (Andagoya),27,CHOCÓ,CHO
27361,ISTMINA,27,CHOCÓ,CHO
27160,CERTEGUI,27,CHOCÓ,CHO
27135,EL CANTÓN DEL SAN PABLO,27,CHOCÓ,CHO
27600,RÍO QUITO (Paimadó),27,CHOCÓ,CHO
27430,MEDIO BAUDÓ (Boca de Pepé),27,CHOCÓ,CHO
5873,VIGÍA DEL FUERTE,05,ANTIOQUIA,ANT
5172,CHIGORODÓ,05,ANTIOQUIA,ANT
5045,APARTADÓ,05,ANTIOQUIA,ANT
5147,CAREPA,05,ANTIOQUIA,ANT
23417,LORICA,23,CÓRDOBA,COR
23586,PURÍSIMA,23,CÓRDOBA,COR
70204,COLOSÓ,70,SUCRE,SUC
70230,CHALÁN,70,SUCRE,SUC
70508,OVEJAS,70,SUCRE,SUC
70823,TOLUVIEJO,70,SUCRE,SUC
70001,SINCELEJO,70,SUCRE,SUC
70215,COROZAL,70,SUCRE,SUC
70702,SAN JUAN DE BETULIA,70,SUCRE,SUC
70742,SINCÉ,70,SUCRE,SUC
70110,BUENAVISTA,70,SUCRE,SUC
70717,SAN PEDRO,70,SUCRE,SUC
70235,GALERAS,70,SUCRE,SUC
70233,EL ROBLE,70,SUCRE,SUC
70670,SAMPUÉS,70,SUCRE,SUC
13222,CLEMENCIA,13,BOLÍVAR,BOL
13683,SANTA ROSA,13,BOLÍVAR,BOL
13873,VILLANUEVA,13,BOLÍVAR,BOL
13647,SAN ESTANISLAO,13,BOLÍVAR,BOL
13760,SOPLAVIENTO,13,BOLÍVAR,BOL
13433,MAHATES,13,BOLÍVAR,BOL
13052,ARJONA,13,BOLÍVAR,BOL
13836,TURBACO,13,BOLÍVAR,BOL
13838,TURBANA,13,BOLÍVAR,BOL
13442,MARIA LA BAJA,13,BOLÍVAR,BOL
13657,SAN JUAN NEPOMUCENO,13,BOLÍVAR,BOL
13654,SAN JACINTO,13,BOLÍVAR,BOL
13244,EL CARMEN DE BOLÍVAR,13,BOLÍVAR,BOL
13894,ZAMBRANO,13,BOLÍVAR,BOL
13212,CÓRDOBA,13,BOLÍVAR,BOL
13430,MAGANGUÉ,13,BOLÍVAR,BOL
13780,TALAIGUA NUEVO,13,BOLÍVAR,BOL
13188,CICUCO,13,BOLÍVAR,BOL
13468,MOMPÓS,13,BOLÍVAR,BOL
13650,SAN FERNANDO,13,BOLÍVAR,BOL
13300,JURISDICCIÓN DE HATILLO DE LOBA,13,BOLÍVAR,BOL
13620,SAN CRISTÓBAL,13,BOLÍVAR,BOL
13062,ARROYOHONDO,13,BOLÍVAR,BOL
13140,CALAMAR,13,BOLÍVAR,BOL
13440,MARGARITA,13,BOLÍVAR,BOL
8296,GALAPA,08,ATLANTICO,ATL
8758,SOLEDAD,08,ATLANTICO,ATL
8433,MALAMBO,08,ATLANTICO,ATL
8078,BARANOA,08,ATLANTICO,ATL
8558,POLONUEVO,08,ATLANTICO,ATL
8634,SABANAGRANDE,08,ATLANTICO,ATL
8638,SABANALARGA,08,ATLANTICO,ATL
8141,CANDELARIA,08,ATLANTICO,ATL
8436,MANATÍ,08,ATLANTICO,ATL
8137,CAMPO DE LA CRUZ,08,ATLANTICO,ATL
8770,SUAN,08,ATLANTICO,ATL
8606,REPELÓN,08,ATLANTICO,ATL
8421,LURUACO,08,ATLANTICO,ATL
8849,USIACURÍ,08,ATLANTICO,ATL
47605,REMOLINO,47,MAGDALENA,MAG
47460,NUEVA GRANADA (Granada),47,MAGDALENA,MAG
47170,CHIVOLO,47,MAGDALENA,MAG
47960,ZAPAYÁN (Punta de Piedras),47,MAGDALENA,MAG
47161,CERRO DE SAN ANTONIO,47,MAGDALENA,MAG
47798,TENERIFE,47,MAGDALENA,MAG
47555,PLATO,47,MAGDALENA,MAG
47720,SANTA BARBARA DE PINTO,47,MAGDALENA,MAG
47707,SANTA ANA,47,MAGDALENA,MAG
47703,SAN ZENÓN,47,MAGDALENA,MAG
47318,GUAMAL,47,MAGDALENA,MAG
47245,EL BANCO,47,MAGDALENA,MAG
47258,EL PIÑÓN,47,MAGDALENA,MAG
47675,SALAMINA,47,MAGDALENA,MAG
20570,PUEBLO BELLO,20,CESAR,CES
20001,VALLEDUPAR,20,CESAR,CES
20750,SAN DIEGO,20,CESAR,CES
20060,BOSCONIA,20,CESAR,CES
20250,EL PASO,20,CESAR,CES
20032,ASTREA,20,CESAR,CES
20175,CHIMICHAGUA,20,CESAR,CES
27050,ATRATO (Yuto),27,CHOCÓ,CHO
27810,UNIÓN PANAMERICANA (Ánimas),27,CHOCÓ,CHO
27425,MEDIO ATRATO (Beté),27,CHOCÓ,CHO
23464,MOMIL,23,CÓRDOBA,COR
23300,COTORRA,23,CÓRDOBA,COR
13248,EL GUAMO,13,BOLÍVAR,BOL
8675,SANTA LUCÍA,08,ATLANTICO,ATL
47980,ZONA BANANERA (Prado Sevilla),47,MAGDALENA,MAG
47058,ARIGUANÍ (El Difícil),47,MAGDALENA,MAG
47205,CONCORDIA,47,MAGDALENA,MAG
47545,PIJIÑO  DEL CARMEN,47,MAGDALENA,MAG
47692,SAN SEBASTIÁN DE BUENAVISTA,47,MAGDALENA,MAG
47541,PEDRAZA,47,MAGDALENA,MAG
20517,PAILITAS,20,CESAR,CES
88001,SAN ANDRÉS,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAP
88564,PROVIDENCIA Y SANTA CATALINA (Santa Isabel),88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAP
88564,SANTA CATALINA,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",SAP
23815,TUCHÍN,23,CÓRDOBA,COR
19318,GUAPI,19,CAUCA,CAU
19809,TIMBIQUÍ,19,CAUCA,CAU
19418,LÓPEZ,19,CAUCA,CAU
76109,BUENAVENTURA,76,VALLE DEL CAUCA,VDC
52390,LA TOLA,52,NARIÑO,NAR
52473,MOSQUERA,52,NARIÑO,NAR
27250,EL LITORAL DEL SAN JUAN,27,CHOCÓ,CHO
27077,BAJO BAUDÓ  (Pizarro),27,CHOCÓ,CHO
27025,ALTO BAUDÓ (Pie de Pató),27,CHOCÓ,CHO
27495,NUQUÍ,27,CHOCÓ,CHO
27001,QUIBDÓ,27,CHOCÓ,CHO
27075,BAHÍA SOLANO (Mutis),27,CHOCÓ,CHO
27150,CARMEN DEL DARIÉN  (Curbaradó),27,CHOCÓ,CHO
27615,RIOSUCIO,27,CHOCÓ,CHO
27372,JURADÓ,27,CHOCÓ,CHO
27800,UNGUÍA,27,CHOCÓ,CHO
27006,ACANDÍ,27,CHOCÓ,CHO
5475,MURINDÓ,05,ANTIOQUIA,ANT
5837,TURBO,05,ANTIOQUIA,ANT
5490,NECOCLÍ,05,ANTIOQUIA,ANT
23574,PUERTO ESCONDIDO,23,CÓRDOBA,COR
23500,MOÑITOS,23,CÓRDOBA,COR
23675,SAN BERNARDO DEL VIENTO,23,CÓRDOBA,COR
23672,SAN ANTERO,23,CÓRDOBA,COR
23168,CHIMÁ,23,CÓRDOBA,COR
23670,SAN ANDRÉS DE SOTAVENTO,23,CÓRDOBA,COR
23182,CHINÚ,23,CÓRDOBA,COR
44001,RIOHACHA,44,LA GUAJIRA,GJR
44110,EL MOLINO,44,LA GUAJIRA,GJR
44874,VILLANUEVA,44,LA GUAJIRA,GJR
44855,URUMITA,44,LA GUAJIRA,GJR
44279,FONSECA,44,LA GUAJIRA,GJR
44078,BARRANCAS,44,LA GUAJIRA,GJR
44378,HATO NUEVO,44,LA GUAJIRA,GJR
44035,ALBANIA,44,LA GUAJIRA,GJR
44430,MAICAO,44,LA GUAJIRA,GJR
44847,URIBIA,44,LA GUAJIRA,GJR
44560,MANAURE,44,LA GUAJIRA,GJR
44098,DISTRACCIÓN,44,LA GUAJIRA,GJR
